StudentCourseGradeID,StudentCourseID,GradeTypeID,CreditAttempted,CreditGiven,NumericGrade,AlphaGrade,AlphaNumericGrade
96431,132624,10,,,55.00,F,0.00
96432,132624,11,,,56.00,F,0.00
96433,132625,3,,,50.00,F,0.00
96434,132625,4,,,47.00,F,0.00
96435,132625,5,,,50.00,F,0.00
96436,132625,8,,,53.00,F,0.00
96437,132625,10,,,55.00,F,0.00
96438,132625,11,,,56.00,F,0.00
96439,132626,3,,,74.00,C,2.00
96440,132626,4,,,71.00,C,2.00
96441,132626,5,,,74.00,C,2.00
96442,132626,8,,,77.00,C,2.00
96443,132626,10,,,79.00,C,2.00
96444,132626,11,,,80.00,B,3.00
96445,132627,3,,,72.00,C,2.00
96446,132627,4,,,69.00,D,1.00
96447,132627,5,,,72.00,C,2.00
96448,132627,8,,,75.00,C,2.00
96449,132627,10,,,77.00,C,2.00
96450,132627,11,,,78.00,C,2.00
96451,132628,3,,,50.00,F,0.00
96452,132628,4,,,47.00,F,0.00
96453,132628,5,,,50.00,F,0.00
96454,132628,8,,,53.00,F,0.00
96455,132628,10,,,55.00,F,0.00
96456,132628,11,,,56.00,F,0.00
96457,132629,3,,,50.00,F,0.00
96458,132629,4,,,47.00,F,0.00
96459,132629,5,,,50.00,F,0.00
96460,132629,8,,,53.00,F,0.00
96461,132629,10,,,55.00,F,0.00
96462,132629,11,,,56.00,F,0.00
96463,132630,3,,,77.00,C,2.00
96464,132630,4,,,74.00,C,2.00
96465,132630,5,,,77.00,C,2.00
96466,132630,8,,,80.00,B,3.00
96467,132630,10,,,82.00,B,3.00
96468,132630,11,,,83.00,B,3.00
96469,132631,3,,,89.00,B,3.00
96470,132631,4,,,86.00,B,3.00
96471,132631,5,,,89.00,B,3.00
96472,132631,8,,,92.00,A,4.00
96473,132631,10,,,94.00,A,4.00
96474,132631,11,,,95.00,A,4.00
96475,132632,3,,,73.00,C,2.00
96476,132632,4,,,70.00,C,2.00
96477,132632,5,,,73.00,C,2.00
96478,132632,8,,,76.00,C,2.00
96479,132632,10,,,78.00,C,2.00
96480,132632,11,,,79.00,C,2.00
96481,132633,3,,,62.00,D,1.00
96482,132633,4,,,59.00,F,0.00
96483,132633,5,,,62.00,D,1.00
96484,132633,8,,,65.00,D,1.00
96485,132633,10,,,67.00,D,1.00
96486,132633,11,,,68.00,D,1.00
96487,132634,3,,,100.00,A,4.00
96488,132634,4,,,97.00,A,4.00
96489,132634,5,,,100.00,A,4.00
96490,132634,8,,,100.00,A,4.00
96491,132634,10,,,100.00,A,4.00
96492,132634,11,,,100.00,A,4.00
96493,132635,3,,,98.00,A,4.00
96494,132635,4,,,95.00,A,4.00
96495,132635,5,,,98.00,A,4.00
96496,132635,8,,,100.00,A,4.00
96497,132635,10,,,100.00,A,4.00
96498,132635,11,,,100.00,A,4.00
96499,132636,3,,,87.00,B,3.00
96500,132636,4,,,84.00,B,3.00
96501,132636,5,,,87.00,B,3.00
96502,132636,8,,,90.00,A,4.00
96503,132636,10,,,92.00,A,4.00
96504,132636,11,,,93.00,A,4.00
96505,132637,3,,,87.00,B,3.00
96506,132637,4,,,84.00,B,3.00
96507,132637,5,,,87.00,B,3.00
96508,132637,8,,,90.00,A,4.00
96509,132637,10,,,92.00,A,4.00
96510,132637,11,,,93.00,A,4.00
96511,132638,3,,,68.00,D,1.00
96512,132638,4,,,65.00,D,1.00
96513,132638,5,,,68.00,D,1.00
96514,132638,8,,,71.00,C,2.00
96515,132638,10,,,73.00,C,2.00
96516,132638,11,,,74.00,C,2.00
96517,132639,3,,,71.00,C,2.00
96518,132639,4,,,68.00,D,1.00
96519,132639,5,,,71.00,C,2.00
96520,132639,8,,,74.00,C,2.00
96521,132639,10,,,76.00,C,2.00
96522,132639,11,,,77.00,C,2.00
96523,132640,3,,,67.00,D,1.00
96524,132640,4,,,64.00,D,1.00
96525,132640,5,,,67.00,D,1.00
96526,132640,8,,,70.00,C,2.00
96527,132640,10,,,72.00,C,2.00
96528,132640,11,,,73.00,C,2.00
96529,132641,3,,,66.00,D,1.00
96530,132641,4,,,63.00,D,1.00
96531,132641,5,,,66.00,D,1.00
96532,132641,8,,,69.00,D,1.00
96533,132641,10,,,71.00,C,2.00
96534,132641,11,,,72.00,C,2.00
96535,132642,3,,,100.00,A,4.00
96536,132642,4,,,97.00,A,4.00
96537,132642,5,,,100.00,A,4.00
96538,132642,8,,,100.00,A,4.00
96539,132642,10,,,100.00,A,4.00
96540,132642,11,,,100.00,A,4.00
96541,132643,3,,,94.00,A,4.00
96542,132643,4,,,91.00,A,4.00
96543,132643,5,,,94.00,A,4.00
96544,132643,8,,,97.00,A,4.00
96545,132643,10,,,99.00,A,4.00
96546,132643,11,,,100.00,A,4.00
96547,132644,3,,,93.00,A,4.00
96548,132644,4,,,90.00,A,4.00
96549,132644,5,,,93.00,A,4.00
96550,132644,8,,,96.00,A,4.00
96551,132644,10,,,98.00,A,4.00
96552,132644,11,,,99.00,A,4.00
96553,132645,3,,,100.00,A,4.00
96554,132645,4,,,97.00,A,4.00
96555,132645,5,,,100.00,A,4.00
96556,132645,8,,,100.00,A,4.00
96557,132645,10,,,100.00,A,4.00
96558,132645,11,,,100.00,A,4.00
96559,132646,3,,,87.00,B,3.00
96560,132646,4,,,84.00,B,3.00
96561,132646,5,,,87.00,B,3.00
96562,132646,8,,,90.00,A,4.00
96563,132646,10,,,92.00,A,4.00
96564,132646,11,,,93.00,A,4.00
96565,132647,3,,,92.00,A,4.00
96566,132647,4,,,89.00,B,3.00
96567,132647,5,,,92.00,A,4.00
96568,132647,8,,,95.00,A,4.00
96569,132647,10,,,97.00,A,4.00
96570,132647,11,,,98.00,A,4.00
96571,132648,3,,,99.00,A,4.00
96572,132648,4,,,96.00,A,4.00
96573,132648,5,,,99.00,A,4.00
96574,132648,8,,,100.00,A,4.00
96575,132648,10,,,100.00,A,4.00
96576,132648,11,,,100.00,A,4.00
96577,132649,3,,,70.00,C,2.00
96578,132649,4,,,67.00,D,1.00
96579,132649,5,,,70.00,C,2.00
96580,132649,8,,,73.00,C,2.00
96581,132649,10,,,75.00,C,2.00
96582,132649,11,,,76.00,C,2.00
96583,132650,3,,,84.00,B,3.00
96584,132650,4,,,81.00,B,3.00
96585,132650,5,,,84.00,B,3.00
96586,132650,8,,,87.00,B,3.00
96587,132650,10,,,89.00,B,3.00
96588,132650,11,,,90.00,A,4.00
96589,132651,3,,,70.00,C,2.00
96590,132651,4,,,67.00,D,1.00
96591,132651,5,,,70.00,C,2.00
96592,132651,8,,,73.00,C,2.00
96593,132651,10,,,75.00,C,2.00
96594,132651,11,,,76.00,C,2.00
96595,132652,3,,,81.00,B,3.00
96596,132652,4,,,78.00,C,2.00
96597,132652,5,,,81.00,B,3.00
96598,132652,8,,,84.00,B,3.00
96599,132652,10,,,86.00,B,3.00
96600,132652,11,,,87.00,B,3.00
96601,132653,3,,,95.00,A,4.00
96602,132653,4,,,92.00,A,4.00
96603,132653,5,,,95.00,A,4.00
96604,132653,8,,,98.00,A,4.00
96605,132653,10,,,100.00,A,4.00
96606,132653,11,,,100.00,A,4.00
96607,132654,3,,,89.00,B,3.00
96608,132654,4,,,86.00,B,3.00
96609,132654,5,,,89.00,B,3.00
96610,132654,8,,,92.00,A,4.00
96611,132654,10,,,94.00,A,4.00
96612,132654,11,,,95.00,A,4.00
96613,132655,3,,,91.00,A,4.00
96614,132655,4,,,88.00,B,3.00
96615,132655,5,,,91.00,A,4.00
96616,132655,8,,,94.00,A,4.00
96617,132655,10,,,96.00,A,4.00
96618,132655,11,,,97.00,A,4.00
96619,132656,3,,,82.00,B,3.00
96620,132656,4,,,79.00,C,2.00
96621,132656,5,,,82.00,B,3.00
96622,132656,8,,,85.00,B,3.00
96623,132656,10,,,87.00,B,3.00
96624,132656,11,,,88.00,B,3.00
96625,132657,3,,,86.00,B,3.00
96626,132657,4,,,83.00,B,3.00
96627,132657,5,,,86.00,B,3.00
96628,132657,8,,,89.00,B,3.00
96629,132657,10,,,91.00,A,4.00
96630,132657,11,,,92.00,A,4.00
96631,132658,3,,,92.00,A,4.00
96632,132658,4,,,89.00,B,3.00
96633,132658,5,,,92.00,A,4.00
96634,132658,8,,,95.00,A,4.00
96635,132658,10,,,97.00,A,4.00
96636,132658,11,,,98.00,A,4.00
96637,132659,3,,,92.00,A,4.00
96638,132659,4,,,89.00,B,3.00
96639,132659,5,,,92.00,A,4.00
96640,132659,8,,,95.00,A,4.00
96641,132659,10,,,97.00,A,4.00
96642,132659,11,,,98.00,A,4.00
96643,132660,3,,,68.00,D,1.00
96644,132660,4,,,65.00,D,1.00
96645,132660,5,,,68.00,D,1.00
96646,132660,8,,,71.00,C,2.00
96647,132660,10,,,73.00,C,2.00
96648,132660,11,,,74.00,C,2.00
96649,132661,3,,,76.00,C,2.00
96650,132661,4,,,73.00,C,2.00
96651,132661,5,,,76.00,C,2.00
96652,132661,8,,,79.00,C,2.00
96653,132661,10,,,81.00,B,3.00
96654,132661,11,,,82.00,B,3.00
96655,132662,3,,,73.00,C,2.00
96656,132662,4,,,70.00,C,2.00
96657,132662,5,,,73.00,C,2.00
96658,132662,8,,,76.00,C,2.00
96659,132662,10,,,78.00,C,2.00
96660,132662,11,,,79.00,C,2.00
96661,132663,3,,,74.00,C,2.00
96662,132663,4,,,71.00,C,2.00
96663,132663,5,,,74.00,C,2.00
96664,132663,8,,,77.00,C,2.00
96665,132663,10,,,79.00,C,2.00
96666,132663,11,,,80.00,B,3.00
96667,132664,3,,,82.00,B,3.00
96668,132664,4,,,79.00,C,2.00
96669,132664,5,,,82.00,B,3.00
96670,132664,8,,,85.00,B,3.00
96671,132664,10,,,87.00,B,3.00
96672,132664,11,,,88.00,B,3.00
96673,132665,3,,,96.00,A,4.00
96674,132665,4,,,93.00,A,4.00
96675,132665,5,,,96.00,A,4.00
96676,132665,8,,,99.00,A,4.00
96677,132665,10,,,100.00,A,4.00
96678,132665,11,,,100.00,A,4.00
96679,132666,3,,,84.00,B,3.00
96680,132666,4,,,81.00,B,3.00
96681,132666,5,,,84.00,B,3.00
96682,132666,8,,,87.00,B,3.00
96683,132666,10,,,89.00,B,3.00
96684,132666,11,,,90.00,A,4.00
96685,132667,3,,,87.00,B,3.00
96686,132667,4,,,84.00,B,3.00
96687,132667,5,,,87.00,B,3.00
96688,132667,8,,,90.00,A,4.00
96689,132667,10,,,92.00,A,4.00
96690,132667,11,,,93.00,A,4.00
96691,132668,3,,,83.00,B,3.00
96692,132668,4,,,80.00,B,3.00
96693,132668,5,,,83.00,B,3.00
96694,132668,8,,,86.00,B,3.00
96695,132668,10,,,88.00,B,3.00
96696,132668,11,,,89.00,B,3.00
96697,132669,3,,,93.00,A,4.00
96698,132669,4,,,90.00,A,4.00
96699,132669,5,,,93.00,A,4.00
96700,132669,8,,,96.00,A,4.00
96701,132669,10,,,98.00,A,4.00
96702,132669,11,,,99.00,A,4.00
96703,132670,3,,,91.00,A,4.00
96704,132670,4,,,88.00,B,3.00
96705,132670,5,,,91.00,A,4.00
96706,132670,8,,,94.00,A,4.00
96707,132670,10,,,96.00,A,4.00
96708,132670,11,,,97.00,A,4.00
96709,132671,3,,,98.00,A,4.00
96710,132671,4,,,95.00,A,4.00
96711,132671,5,,,98.00,A,4.00
96712,132671,8,,,100.00,A,4.00
96713,132671,10,,,100.00,A,4.00
96714,132671,11,,,100.00,A,4.00
96715,132672,3,,,78.00,C,2.00
96716,132672,4,,,75.00,C,2.00
96717,132672,5,,,78.00,C,2.00
96718,132672,8,,,81.00,B,3.00
96719,132672,10,,,83.00,B,3.00
96720,132672,11,,,84.00,B,3.00
96721,132673,3,,,100.00,A,4.00
96722,132673,4,,,97.00,A,4.00
96723,132673,5,,,100.00,A,4.00
96724,132673,8,,,100.00,A,4.00
96725,132673,10,,,100.00,A,4.00
96726,132673,11,,,100.00,A,4.00
96727,132674,3,,,83.00,B,3.00
96728,132674,4,,,80.00,B,3.00
96729,132674,5,,,83.00,B,3.00
96730,132674,8,,,86.00,B,3.00
96731,132674,10,,,88.00,B,3.00
96732,132674,11,,,89.00,B,3.00
96733,132675,3,,,73.00,C,2.00
96734,132675,4,,,70.00,C,2.00
96735,132675,5,,,73.00,C,2.00
96736,132675,8,,,76.00,C,2.00
96737,132675,10,,,78.00,C,2.00
96738,132675,11,,,79.00,C,2.00
96739,132676,3,,,76.00,C,2.00
96740,132676,4,,,73.00,C,2.00
96741,132676,5,,,76.00,C,2.00
96742,132676,8,,,79.00,C,2.00
96743,132676,10,,,81.00,B,3.00
96744,132676,11,,,82.00,B,3.00
96745,132677,3,,,80.00,B,3.00
96746,132677,4,,,77.00,C,2.00
96747,132677,5,,,80.00,B,3.00
96748,132677,8,,,83.00,B,3.00
96749,132677,10,,,85.00,B,3.00
96750,132677,11,,,86.00,B,3.00
96751,132678,3,,,97.00,A,4.00
96752,132678,4,,,94.00,A,4.00
96753,132678,5,,,97.00,A,4.00
96754,132678,8,,,100.00,A,4.00
96755,132678,10,,,100.00,A,4.00
96756,132678,11,,,100.00,A,4.00
96757,132679,3,,,56.00,F,0.00
96758,132679,4,,,53.00,F,0.00
96759,132679,5,,,56.00,F,0.00
96760,132679,8,,,59.00,F,0.00
96761,132679,10,,,61.00,D,1.00
96762,132679,11,,,62.00,D,1.00
96763,132680,3,,,50.00,F,0.00
96764,132680,4,,,47.00,F,0.00
96765,132680,5,,,50.00,F,0.00
96766,132680,8,,,53.00,F,0.00
96767,132680,10,,,55.00,F,0.00
96768,132680,11,,,56.00,F,0.00
96769,132681,3,,,64.00,D,1.00
96770,132681,4,,,61.00,D,1.00
96771,132681,5,,,64.00,D,1.00
96772,132681,8,,,67.00,D,1.00
96773,132681,10,,,69.00,D,1.00
96774,132681,11,,,70.00,C,2.00
96775,132682,3,,,70.00,C,2.00
96776,132682,4,,,67.00,D,1.00
96777,132682,5,,,70.00,C,2.00
96778,132682,8,,,73.00,C,2.00
96779,132682,10,,,75.00,C,2.00
96780,132682,11,,,76.00,C,2.00
96781,132683,3,,,63.00,D,1.00
96782,132683,4,,,60.00,D,1.00
96783,132683,5,,,63.00,D,1.00
96784,132683,8,,,66.00,D,1.00
96785,132683,10,,,68.00,D,1.00
96786,132683,11,,,69.00,D,1.00
96787,132684,3,,,81.00,B,3.00
96788,132684,4,,,78.00,C,2.00
96789,132684,5,,,81.00,B,3.00
96790,132684,8,,,84.00,B,3.00
96791,132684,10,,,86.00,B,3.00
96792,132684,11,,,87.00,B,3.00
96793,132685,3,,,75.00,C,2.00
96794,132685,4,,,72.00,C,2.00
96795,132685,5,,,75.00,C,2.00
96796,132685,8,,,78.00,C,2.00
96797,132685,10,,,80.00,B,3.00
96798,132685,11,,,81.00,B,3.00
96799,132686,3,,,50.00,F,0.00
96800,132686,4,,,47.00,F,0.00
96801,132686,5,,,50.00,F,0.00
96802,132686,8,,,53.00,F,0.00
96803,132686,10,,,55.00,F,0.00
96804,132686,11,,,56.00,F,0.00
96805,132687,3,,,84.00,B,3.00
96806,132687,4,,,81.00,B,3.00
96807,132687,5,,,84.00,B,3.00
96808,132687,8,,,87.00,B,3.00
96809,132687,10,,,89.00,B,3.00
96810,132687,11,,,90.00,A,4.00
96811,132688,3,,,80.00,B,3.00
96812,132688,4,,,77.00,C,2.00
96813,132688,5,,,80.00,B,3.00
96814,132688,8,,,83.00,B,3.00
96815,132688,10,,,85.00,B,3.00
96816,132688,11,,,86.00,B,3.00
96817,132689,3,,,82.00,B,3.00
96818,132689,4,,,79.00,C,2.00
96819,132689,5,,,82.00,B,3.00
96820,132689,8,,,85.00,B,3.00
96821,132689,10,,,87.00,B,3.00
96822,132689,11,,,88.00,B,3.00
96823,132690,3,,,99.00,A,4.00
96824,132690,4,,,96.00,A,4.00
96825,132690,5,,,99.00,A,4.00
96826,132690,8,,,100.00,A,4.00
96827,132690,10,,,100.00,A,4.00
96828,132690,11,,,100.00,A,4.00
96829,132691,3,,,81.00,B,3.00
96830,132691,4,,,78.00,C,2.00
96831,132691,5,,,81.00,B,3.00
96832,132691,8,,,84.00,B,3.00
96833,132691,10,,,86.00,B,3.00
96834,132691,11,,,87.00,B,3.00
96835,132692,3,,,85.00,B,3.00
96836,132692,4,,,82.00,B,3.00
96837,132692,5,,,85.00,B,3.00
96838,132692,8,,,88.00,B,3.00
96839,132692,10,,,90.00,A,4.00
96840,132692,11,,,91.00,A,4.00
96841,132693,3,,,81.00,B,3.00
96842,132693,4,,,78.00,C,2.00
96843,132693,5,,,81.00,B,3.00
96844,132693,8,,,84.00,B,3.00
96845,132693,10,,,86.00,B,3.00
96846,132693,11,,,87.00,B,3.00
96847,132694,3,,,71.00,C,2.00
96848,132694,4,,,68.00,D,1.00
96849,132694,5,,,71.00,C,2.00
96850,132694,8,,,74.00,C,2.00
96851,132694,10,,,76.00,C,2.00
96852,132694,11,,,77.00,C,2.00
96853,132695,3,,,88.00,B,3.00
96854,132695,4,,,85.00,B,3.00
96855,132695,5,,,88.00,B,3.00
96856,132695,8,,,91.00,A,4.00
96857,132695,10,,,93.00,A,4.00
96858,132695,11,,,94.00,A,4.00
96859,132696,3,,,90.00,A,4.00
96860,132696,4,,,87.00,B,3.00
96861,132696,5,,,90.00,A,4.00
96862,132696,8,,,93.00,A,4.00
96863,132696,10,,,95.00,A,4.00
96864,132696,11,,,96.00,A,4.00
96865,132697,3,,,91.00,A,4.00
96866,132697,4,,,88.00,B,3.00
96867,132697,5,,,91.00,A,4.00
96868,132697,8,,,94.00,A,4.00
96869,132697,10,,,96.00,A,4.00
96870,132697,11,,,97.00,A,4.00
96871,132698,3,,,84.00,B,3.00
96872,132698,4,,,81.00,B,3.00
96873,132698,5,,,84.00,B,3.00
96874,132698,8,,,87.00,B,3.00
96875,132698,10,,,89.00,B,3.00
96876,132698,11,,,90.00,A,4.00
96877,132699,3,,,76.00,C,2.00
96878,132699,4,,,73.00,C,2.00
96879,132699,5,,,76.00,C,2.00
96880,132699,8,,,79.00,C,2.00
96881,132699,10,,,81.00,B,3.00
96882,132699,11,,,82.00,B,3.00
96883,132700,3,,,85.00,B,3.00
96884,132700,4,,,82.00,B,3.00
96885,132700,5,,,85.00,B,3.00
96886,132700,8,,,88.00,B,3.00
96887,132700,10,,,90.00,A,4.00
96888,132700,11,,,91.00,A,4.00
96889,132701,3,,,77.00,C,2.00
96890,132701,4,,,74.00,C,2.00
96891,132701,5,,,77.00,C,2.00
96892,132701,8,,,80.00,B,3.00
96893,132701,10,,,82.00,B,3.00
96894,132701,11,,,83.00,B,3.00
96895,132702,3,,,81.00,B,3.00
96896,132702,4,,,78.00,C,2.00
96897,132702,5,,,81.00,B,3.00
96898,132702,8,,,84.00,B,3.00
96899,132702,10,,,86.00,B,3.00
96900,132702,11,,,87.00,B,3.00
96901,132703,3,,,91.00,A,4.00
96902,132703,4,,,88.00,B,3.00
96903,132703,5,,,91.00,A,4.00
96904,132703,8,,,94.00,A,4.00
96905,132703,10,,,96.00,A,4.00
96906,132703,11,,,97.00,A,4.00
96907,132704,3,,,88.00,B,3.00
96908,132704,4,,,85.00,B,3.00
96909,132704,5,,,88.00,B,3.00
96910,132704,8,,,91.00,A,4.00
96911,132704,10,,,93.00,A,4.00
96912,132704,11,,,94.00,A,4.00
96913,132705,3,,,84.00,B,3.00
96914,132705,4,,,81.00,B,3.00
96915,132705,5,,,84.00,B,3.00
96916,132705,8,,,87.00,B,3.00
96917,132705,10,,,89.00,B,3.00
96918,132705,11,,,90.00,A,4.00
96919,132706,3,,,81.00,B,3.00
96920,132706,4,,,78.00,C,2.00
96921,132706,5,,,81.00,B,3.00
96922,132706,8,,,84.00,B,3.00
96923,132706,10,,,86.00,B,3.00
96924,132706,11,,,87.00,B,3.00
96925,132707,3,,,87.00,B,3.00
96926,132707,4,,,84.00,B,3.00
96927,132707,5,,,87.00,B,3.00
96928,132707,8,,,90.00,A,4.00
96929,132707,10,,,92.00,A,4.00
96930,132707,11,,,93.00,A,4.00
96931,132708,3,,,100.00,A,4.00
96932,132708,4,,,97.00,A,4.00
96933,132708,5,,,100.00,A,4.00
96934,132708,8,,,100.00,A,4.00
96935,132708,10,,,100.00,A,4.00
96936,132708,11,,,100.00,A,4.00
96937,132709,3,,,88.00,B,3.00
96938,132709,4,,,85.00,B,3.00
96939,132709,5,,,88.00,B,3.00
96940,132709,8,,,91.00,A,4.00
96941,132709,10,,,93.00,A,4.00
96942,132709,11,,,94.00,A,4.00
96943,132710,3,,,88.00,B,3.00
96944,132710,4,,,85.00,B,3.00
96945,132710,5,,,88.00,B,3.00
96946,132710,8,,,91.00,A,4.00
96947,132710,10,,,93.00,A,4.00
96948,132710,11,,,94.00,A,4.00
96949,132711,3,,,80.00,B,3.00
96950,132711,4,,,77.00,C,2.00
96951,132711,5,,,80.00,B,3.00
96952,132711,8,,,83.00,B,3.00
96953,132711,10,,,85.00,B,3.00
96954,132711,11,,,86.00,B,3.00
96955,132712,3,,,92.00,A,4.00
96956,132712,4,,,89.00,B,3.00
96957,132712,5,,,92.00,A,4.00
96958,132712,8,,,95.00,A,4.00
96959,132712,10,,,97.00,A,4.00
96960,132712,11,,,98.00,A,4.00
96961,132713,3,,,89.00,B,3.00
96962,132713,4,,,86.00,B,3.00
96963,132713,5,,,89.00,B,3.00
96964,132713,8,,,92.00,A,4.00
96965,132713,10,,,94.00,A,4.00
96966,132713,11,,,95.00,A,4.00
96967,132714,3,,,96.00,A,4.00
96968,132714,4,,,93.00,A,4.00
96969,132714,5,,,96.00,A,4.00
96970,132714,8,,,99.00,A,4.00
96971,132714,10,,,100.00,A,4.00
96972,132714,11,,,100.00,A,4.00
96973,132715,3,,,86.00,B,3.00
96974,132715,4,,,83.00,B,3.00
96975,132715,5,,,86.00,B,3.00
96976,132715,8,,,89.00,B,3.00
96977,132715,10,,,91.00,A,4.00
96978,132715,11,,,92.00,A,4.00
96979,132716,3,,,91.00,A,4.00
96980,132716,4,,,88.00,B,3.00
96981,132716,5,,,91.00,A,4.00
96982,132716,8,,,94.00,A,4.00
96983,132716,10,,,96.00,A,4.00
96984,132716,11,,,97.00,A,4.00
96985,132717,3,,,91.00,A,4.00
96986,132717,4,,,88.00,B,3.00
96987,132717,5,,,91.00,A,4.00
96988,132717,8,,,94.00,A,4.00
96989,132717,10,,,96.00,A,4.00
96990,132717,11,,,97.00,A,4.00
96991,132718,3,,,80.00,B,3.00
96992,132718,4,,,77.00,C,2.00
96993,132718,5,,,80.00,B,3.00
96994,132718,8,,,83.00,B,3.00
96995,132718,10,,,85.00,B,3.00
96996,132718,11,,,86.00,B,3.00
96997,132719,3,,,83.00,B,3.00
96998,132719,4,,,80.00,B,3.00
96999,132719,5,,,83.00,B,3.00
97000,132719,8,,,86.00,B,3.00
97001,132719,10,,,88.00,B,3.00
97002,132719,11,,,89.00,B,3.00
97003,132720,3,,,72.00,C,2.00
97004,132720,4,,,69.00,D,1.00
97005,132720,5,,,72.00,C,2.00
97006,132720,8,,,75.00,C,2.00
97007,132720,10,,,77.00,C,2.00
97008,132720,11,,,78.00,C,2.00
97009,132721,3,,,99.00,A,4.00
97010,132721,4,,,96.00,A,4.00
97011,132721,5,,,99.00,A,4.00
97012,132721,8,,,100.00,A,4.00
97013,132721,10,,,100.00,A,4.00
97014,132721,11,,,100.00,A,4.00
97015,132722,3,,,81.00,B,3.00
97016,132722,4,,,78.00,C,2.00
97017,132722,5,,,81.00,B,3.00
97018,132722,8,,,84.00,B,3.00
97019,132722,10,,,86.00,B,3.00
97020,132722,11,,,87.00,B,3.00
97021,132723,3,,,86.00,B,3.00
97022,132723,4,,,83.00,B,3.00
97023,132723,5,,,86.00,B,3.00
97024,132723,8,,,89.00,B,3.00
97025,132723,10,,,91.00,A,4.00
97026,132723,11,,,92.00,A,4.00
97027,132724,3,,,90.00,A,4.00
97028,132724,4,,,87.00,B,3.00
97029,132724,5,,,90.00,A,4.00
97030,132724,8,,,93.00,A,4.00
97031,132724,10,,,95.00,A,4.00
97032,132724,11,,,96.00,A,4.00
97033,132725,3,,,91.00,A,4.00
97034,132725,4,,,88.00,B,3.00
97035,132725,5,,,91.00,A,4.00
97036,132725,8,,,94.00,A,4.00
97037,132725,10,,,96.00,A,4.00
97038,132725,11,,,97.00,A,4.00
97039,132726,3,,,93.00,A,4.00
97040,132726,4,,,90.00,A,4.00
97041,132726,5,,,93.00,A,4.00
97042,132726,8,,,96.00,A,4.00
97043,132726,10,,,98.00,A,4.00
97044,132726,11,,,99.00,A,4.00
97045,132727,3,,,71.00,C,2.00
97046,132727,4,,,68.00,D,1.00
97047,132727,5,,,71.00,C,2.00
97048,132727,8,,,74.00,C,2.00
97049,132727,10,,,76.00,C,2.00
97050,132727,11,,,77.00,C,2.00
97051,132728,3,,,81.00,B,3.00
97052,132728,4,,,78.00,C,2.00
97053,132728,5,,,81.00,B,3.00
97054,132728,8,,,84.00,B,3.00
97055,132728,10,,,86.00,B,3.00
97056,132728,11,,,87.00,B,3.00
97057,132729,3,,,100.00,A,4.00
97058,132729,4,,,97.00,A,4.00
97059,132729,5,,,100.00,A,4.00
97060,132729,8,,,100.00,A,4.00
97061,132729,10,,,100.00,A,4.00
97062,132729,11,,,100.00,A,4.00
97063,132730,3,,,89.00,B,3.00
97064,132730,4,,,86.00,B,3.00
97065,132730,5,,,89.00,B,3.00
97066,132730,8,,,92.00,A,4.00
97067,132730,10,,,94.00,A,4.00
97068,132730,11,,,95.00,A,4.00
97069,132731,3,,,0.00,F,0.00
97070,132731,4,,,0.00,F,0.00
97071,132731,5,,,0.00,F,0.00
97072,132731,8,,,3.00,F,0.00
97073,132731,10,,,5.00,F,0.00
97074,132731,11,,,6.00,F,0.00
97075,132732,3,,,79.00,C,2.00
97076,132732,4,,,76.00,C,2.00
97077,132732,5,,,79.00,C,2.00
97078,132732,8,,,82.00,B,3.00
97079,132732,10,,,84.00,B,3.00
97080,132732,11,,,85.00,B,3.00
97081,132733,3,,,96.00,A,4.00
97082,132733,4,,,93.00,A,4.00
97083,132733,5,,,96.00,A,4.00
97084,132733,8,,,99.00,A,4.00
97085,132733,10,,,100.00,A,4.00
97086,132733,11,,,100.00,A,4.00
97087,132734,3,,,83.00,B,3.00
97088,132734,4,,,80.00,B,3.00
97089,132734,5,,,83.00,B,3.00
97090,132734,8,,,86.00,B,3.00
97091,132734,10,,,88.00,B,3.00
97092,132734,11,,,89.00,B,3.00
97093,132735,3,,,100.00,A,4.00
97094,132735,4,,,97.00,A,4.00
97095,132735,5,,,100.00,A,4.00
97096,132735,8,,,100.00,A,4.00
97097,132735,10,,,100.00,A,4.00
97098,132735,11,,,100.00,A,4.00
97099,132736,3,,,73.00,C,2.00
97100,132736,4,,,70.00,C,2.00
97101,132736,5,,,73.00,C,2.00
97102,132736,8,,,76.00,C,2.00
97103,132736,10,,,78.00,C,2.00
97104,132736,11,,,79.00,C,2.00
97105,132737,3,,,80.00,B,3.00
97106,132737,4,,,77.00,C,2.00
97107,132737,5,,,80.00,B,3.00
97108,132737,8,,,83.00,B,3.00
97109,132737,10,,,85.00,B,3.00
97110,132737,11,,,86.00,B,3.00
97111,132738,3,,,76.00,C,2.00
97112,132738,4,,,73.00,C,2.00
97113,132738,5,,,76.00,C,2.00
97114,132738,8,,,79.00,C,2.00
97115,132738,10,,,81.00,B,3.00
97116,132738,11,,,82.00,B,3.00
97117,132739,3,,,80.00,B,3.00
97118,132739,4,,,77.00,C,2.00
97119,132739,5,,,80.00,B,3.00
97120,132739,8,,,83.00,B,3.00
97121,132739,10,,,85.00,B,3.00
97122,132739,11,,,86.00,B,3.00
97123,132740,3,,,81.00,B,3.00
97124,132740,4,,,78.00,C,2.00
97125,132740,5,,,81.00,B,3.00
97126,132740,8,,,84.00,B,3.00
