DisciplineID,StudentID,SISStudentID,EventFacilityID,DisciplineEventCodeID,EventDate,EventReportingStaffID,DisciplineActionCodeID,ActionDate,ActionStaffID,ResolutionDate
919,1814,614,1,9,'2009-01-21 00:00:00',6,2,'2009-01-28 00:00:00',1,
920,1814,614,1,76,'2009-01-28 00:00:00',6,4,'2009-02-04 00:00:00',1,
921,1814,614,1,69,'2009-02-04 00:00:00',6,9,'2009-02-11 00:00:00',1,
922,1814,614,1,80,'2009-02-11 00:00:00',6,18,'2009-02-18 00:00:00',1,
923,1814,614,1,67,'2009-02-18 00:00:00',6,32,'2009-02-25 00:00:00',1,
924,1814,614,1,52,'2009-02-25 00:00:00',6,35,'2009-03-04 00:00:00',1,
925,1824,624,1,9,'2009-03-04 00:00:00',6,2,'2009-03-11 00:00:00',1,
926,1824,624,1,76,'2009-03-11 00:00:00',6,4,'2009-03-18 00:00:00',1,
927,1834,634,2,69,'2009-03-18 00:00:00',6,9,'2009-03-25 00:00:00',1,
928,1834,634,2,80,'2009-03-25 00:00:00',6,18,'2009-04-01 00:00:00',1,
929,1844,644,1,67,'2009-04-01 00:00:00',6,32,'2009-04-08 00:00:00',1,
930,1844,644,1,52,'2009-04-08 00:00:00',6,35,'2009-04-15 00:00:00',1,
931,1844,644,1,9,'2009-04-15 00:00:00',6,2,'2009-04-22 00:00:00',1,
932,1844,644,1,76,'2009-04-22 00:00:00',6,4,'2009-04-29 00:00:00',1,
933,1844,644,1,69,'2009-04-29 00:00:00',6,9,'2009-05-06 00:00:00',1,
934,1844,644,1,80,'2009-05-06 00:00:00',6,18,'2009-05-13 00:00:00',1,
935,1854,654,1,67,'2009-05-13 00:00:00',6,32,'2009-05-20 00:00:00',1,
936,1854,654,1,52,'2009-05-20 00:00:00',6,35,'2009-05-27 00:00:00',1,
937,1854,654,1,9,'2009-05-27 00:00:00',6,2,'2009-06-03 00:00:00',1,
938,1854,654,1,76,'2009-08-03 00:00:00',6,4,'2009-08-10 00:00:00',1,
939,1854,654,1,69,'2009-08-10 00:00:00',6,9,'2009-08-17 00:00:00',1,
940,1854,654,1,80,'2009-08-17 00:00:00',6,18,'2009-08-24 00:00:00',1,
941,1854,654,1,67,'2009-08-24 00:00:00',6,32,'2009-08-31 00:00:00',1,
942,1854,654,1,52,'2009-08-31 00:00:00',6,35,'2009-09-07 00:00:00',1,
943,1864,664,3,9,'2009-09-07 00:00:00',6,2,'2009-09-14 00:00:00',1,
944,1864,664,3,76,'2009-09-14 00:00:00',6,4,'2009-09-21 00:00:00',1,
945,1864,664,3,69,'2009-09-21 00:00:00',6,9,'2009-09-28 00:00:00',1,
946,1874,674,2,80,'2009-09-28 00:00:00',6,18,'2009-10-05 00:00:00',1,
947,1884,684,1,67,'2009-10-05 00:00:00',6,32,'2009-10-12 00:00:00',1,
948,1884,684,1,52,'2009-10-12 00:00:00',6,35,'2009-10-19 00:00:00',1,
949,1884,684,1,9,'2009-10-19 00:00:00',6,2,'2009-10-26 00:00:00',1,
950,1884,684,1,76,'2009-10-26 00:00:00',6,4,'2009-11-02 00:00:00',1,
951,1884,684,1,69,'2009-11-02 00:00:00',6,9,'2009-11-09 00:00:00',1,
952,1894,694,3,80,'2009-11-09 00:00:00',6,18,'2009-11-16 00:00:00',1,
953,1894,694,3,67,'2009-11-16 00:00:00',6,32,'2009-11-23 00:00:00',1,
954,1894,694,3,52,'2009-11-23 00:00:00',6,35,'2009-11-30 00:00:00',1,
955,1894,694,3,9,'2009-11-30 00:00:00',6,2,'2009-12-07 00:00:00',1,
956,1894,694,3,76,'2009-12-07 00:00:00',6,4,'2009-12-14 00:00:00',1,
957,1894,694,3,69,'2009-12-14 00:00:00',6,9,'2009-12-21 00:00:00',1,
958,1894,694,3,80,'2009-12-21 00:00:00',6,18,'2009-12-28 00:00:00',1,
959,1904,704,3,67,'2009-12-28 00:00:00',6,32,'2010-01-04 00:00:00',1,
960,1904,704,3,52,'2010-01-04 00:00:00',6,35,'2010-01-11 00:00:00',1,
961,1904,704,3,9,'2010-01-11 00:00:00',6,2,'2010-01-18 00:00:00',1,
962,1904,704,3,76,'2010-01-18 00:00:00',6,4,'2010-01-25 00:00:00',1,
963,1904,704,3,69,'2010-01-25 00:00:00',6,9,'2010-02-01 00:00:00',1,
964,1904,704,3,80,'2010-02-01 00:00:00',6,18,'2010-02-08 00:00:00',1,
965,1904,704,3,67,'2010-02-08 00:00:00',6,32,'2010-02-15 00:00:00',1,
966,1904,704,3,52,'2010-02-15 00:00:00',6,35,'2010-02-22 00:00:00',1,
967,1904,704,3,9,'2010-02-22 00:00:00',6,2,'2010-03-01 00:00:00',1,
968,1914,714,1,76,'2008-09-03 00:00:00',6,4,'2008-09-10 00:00:00',1,
969,1914,714,1,69,'2008-09-10 00:00:00',6,9,'2008-09-17 00:00:00',1,
970,1914,714,1,80,'2008-09-17 00:00:00',6,18,'2008-09-24 00:00:00',1,
971,1914,714,1,67,'2008-09-24 00:00:00',6,32,'2008-10-01 00:00:00',1,
972,1914,714,1,52,'2008-10-01 00:00:00',6,35,'2008-10-08 00:00:00',1,
973,1914,714,1,9,'2008-10-08 00:00:00',6,2,'2008-10-15 00:00:00',1,
974,1914,714,1,76,'2008-10-15 00:00:00',6,4,'2008-10-22 00:00:00',1,
975,1914,714,1,69,'2008-10-22 00:00:00',6,9,'2008-10-29 00:00:00',1,
976,1924,724,1,80,'2008-10-29 00:00:00',6,18,'2008-11-05 00:00:00',1,
977,1924,724,1,67,'2008-11-05 00:00:00',6,32,'2008-11-12 00:00:00',1,
978,1924,724,1,52,'2008-11-12 00:00:00',6,35,'2008-11-19 00:00:00',1,
979,1924,724,1,9,'2008-11-19 00:00:00',6,2,'2008-11-26 00:00:00',1,
980,1924,724,1,76,'2008-11-26 00:00:00',6,4,'2008-12-03 00:00:00',1,
981,1924,724,1,69,'2008-12-03 00:00:00',6,9,'2008-12-10 00:00:00',1,
982,1924,724,1,80,'2008-12-10 00:00:00',6,18,'2008-12-17 00:00:00',1,
983,1924,724,1,67,'2008-12-17 00:00:00',6,32,'2008-12-24 00:00:00',1,
984,1924,724,1,52,'2008-12-24 00:00:00',6,35,'2008-12-31 00:00:00',1,
985,1934,734,2,9,'2008-12-31 00:00:00',6,2,'2009-01-07 00:00:00',1,
986,1934,734,2,76,'2009-01-07 00:00:00',6,4,'2009-01-14 00:00:00',1,
987,1934,734,2,69,'2009-01-14 00:00:00',6,9,'2009-01-21 00:00:00',1,
988,1934,734,2,80,'2009-01-21 00:00:00',6,18,'2009-01-28 00:00:00',1,
989,1934,734,2,67,'2009-01-28 00:00:00',6,32,'2009-02-04 00:00:00',1,
990,1934,734,2,52,'2009-02-04 00:00:00',6,35,'2009-02-11 00:00:00',1,
991,1934,734,2,9,'2009-02-11 00:00:00',6,2,'2009-02-18 00:00:00',1,
992,1934,734,2,76,'2009-02-18 00:00:00',6,4,'2009-02-25 00:00:00',1,
993,1944,744,1,69,'2009-02-25 00:00:00',6,9,'2009-03-04 00:00:00',1,
994,1944,744,1,80,'2009-03-04 00:00:00',6,18,'2009-03-11 00:00:00',1,
995,1944,744,1,67,'2009-03-11 00:00:00',6,32,'2009-03-18 00:00:00',1,
996,1954,754,1,52,'2009-03-18 00:00:00',6,35,'2009-03-25 00:00:00',1,
997,1964,764,3,9,'2009-03-25 00:00:00',6,2,'2009-04-01 00:00:00',1,
998,1974,774,2,76,'2009-04-01 00:00:00',6,4,'2009-04-08 00:00:00',1,
999,1974,774,2,69,'2009-04-08 00:00:00',6,9,'2009-04-15 00:00:00',1,
1000,1974,774,2,80,'2009-04-15 00:00:00',6,18,'2009-04-22 00:00:00',1,
1001,1974,774,2,67,'2009-04-22 00:00:00',6,32,'2009-04-29 00:00:00',1,
1002,1974,774,2,52,'2009-04-29 00:00:00',6,35,'2009-05-06 00:00:00',1,
1003,1984,784,1,9,'2009-05-06 00:00:00',6,2,'2009-05-13 00:00:00',1,
1004,1984,784,1,76,'2009-05-13 00:00:00',6,4,'2009-05-20 00:00:00',1,
1005,1984,784,1,69,'2009-05-20 00:00:00',6,9,'2009-05-27 00:00:00',1,
1006,1984,784,1,80,'2009-05-27 00:00:00',6,18,'2009-06-03 00:00:00',1,
1007,1984,784,1,67,'2009-08-03 00:00:00',6,32,'2009-08-10 00:00:00',1,
1008,1984,784,1,52,'2009-08-10 00:00:00',6,35,'2009-08-17 00:00:00',1,
1009,1984,784,1,9,'2009-08-17 00:00:00',6,2,'2009-08-24 00:00:00',1,
1010,1994,794,3,76,'2009-08-24 00:00:00',6,4,'2009-08-31 00:00:00',1,
1011,1994,794,3,69,'2009-08-31 00:00:00',6,9,'2009-09-07 00:00:00',1,
1012,2004,804,3,80,'2009-09-07 00:00:00',6,18,'2009-09-14 00:00:00',1,
1013,2004,804,3,67,'2009-09-14 00:00:00',6,32,'2009-09-21 00:00:00',1,
1014,2014,814,1,52,'2009-09-21 00:00:00',6,35,'2009-09-28 00:00:00',1,
1015,2014,814,1,9,'2009-09-28 00:00:00',6,2,'2009-10-05 00:00:00',1,
1016,2014,814,1,76,'2009-10-05 00:00:00',6,4,'2009-10-12 00:00:00',1,
1017,2014,814,1,69,'2009-10-12 00:00:00',6,9,'2009-10-19 00:00:00',1,
1018,2014,814,1,80,'2009-10-19 00:00:00',6,18,'2009-10-26 00:00:00',1,
1019,2014,814,1,67,'2009-10-26 00:00:00',6,32,'2009-11-02 00:00:00',1,
1020,2014,814,1,52,'2009-11-02 00:00:00',6,35,'2009-11-09 00:00:00',1,
1021,2014,814,1,9,'2009-11-09 00:00:00',6,2,'2009-11-16 00:00:00',1,
1022,2014,814,1,76,'2009-11-16 00:00:00',6,4,'2009-11-23 00:00:00',1,
1023,2014,814,1,69,'2009-11-23 00:00:00',6,9,'2009-11-30 00:00:00',1,
1024,2014,814,1,80,'2009-11-30 00:00:00',6,18,'2009-12-07 00:00:00',1,
1025,2024,824,1,67,'2009-12-07 00:00:00',6,32,'2009-12-14 00:00:00',1,
1026,2024,824,1,52,'2009-12-14 00:00:00',6,35,'2009-12-21 00:00:00',1,
1027,2034,834,2,9,'2008-09-03 00:00:00',6,2,'2008-09-10 00:00:00',1,
1028,2034,834,2,76,'2008-09-10 00:00:00',6,4,'2008-09-17 00:00:00',1,
1029,2034,834,2,69,'2008-09-17 00:00:00',6,9,'2008-09-24 00:00:00',1,
1030,2034,834,2,80,'2008-09-24 00:00:00',6,18,'2008-10-01 00:00:00',1,
1031,2034,834,2,67,'2008-10-01 00:00:00',6,32,'2008-10-08 00:00:00',1,
1032,2034,834,2,52,'2008-10-08 00:00:00',6,35,'2008-10-15 00:00:00',1,
1033,2044,844,1,9,'2008-10-15 00:00:00',6,2,'2008-10-22 00:00:00',1,
1034,2044,844,1,76,'2008-10-22 00:00:00',6,4,'2008-10-29 00:00:00',1,
1035,2044,844,1,69,'2008-10-29 00:00:00',6,9,'2008-11-05 00:00:00',1,
1036,2044,844,1,80,'2008-11-05 00:00:00',6,18,'2008-11-12 00:00:00',1,
1037,2044,844,1,67,'2008-11-12 00:00:00',6,32,'2008-11-19 00:00:00',1,
1038,2044,844,1,52,'2008-11-19 00:00:00',6,35,'2008-11-26 00:00:00',1,
1039,2044,844,1,9,'2008-11-26 00:00:00',6,2,'2008-12-03 00:00:00',1,
1040,2044,844,1,76,'2008-12-03 00:00:00',6,4,'2008-12-10 00:00:00',1,
1041,2054,854,1,69,'2008-12-10 00:00:00',6,9,'2008-12-17 00:00:00',1,
1042,2054,854,1,80,'2008-12-17 00:00:00',6,18,'2008-12-24 00:00:00',1,
1043,2054,854,1,67,'2008-12-24 00:00:00',6,32,'2008-12-31 00:00:00',1,
1044,2054,854,1,52,'2008-12-31 00:00:00',6,35,'2009-01-07 00:00:00',1,
1045,2054,854,1,9,'2009-01-07 00:00:00',6,2,'2009-01-14 00:00:00',1,
1046,2064,864,3,76,'2009-01-14 00:00:00',6,4,'2009-01-21 00:00:00',1,
1047,2064,864,3,69,'2009-01-21 00:00:00',6,9,'2009-01-28 00:00:00',1,
1048,2064,864,3,80,'2009-01-28 00:00:00',6,18,'2009-02-04 00:00:00',1,
1049,2064,864,3,67,'2009-02-04 00:00:00',6,32,'2009-02-11 00:00:00',1,
1050,2064,864,3,52,'2009-02-11 00:00:00',6,35,'2009-02-18 00:00:00',1,
1051,2064,864,3,9,'2009-02-18 00:00:00',6,2,'2009-02-25 00:00:00',1,
1052,2064,864,3,76,'2009-02-25 00:00:00',6,4,'2009-03-04 00:00:00',1,
1053,2074,874,2,69,'2009-03-04 00:00:00',6,9,'2009-03-11 00:00:00',1,
1054,2074,874,2,80,'2009-03-11 00:00:00',6,18,'2009-03-18 00:00:00',1,
1055,2074,874,2,67,'2009-03-18 00:00:00',6,32,'2009-03-25 00:00:00',1,
1056,2074,874,2,52,'2009-03-25 00:00:00',6,35,'2009-04-01 00:00:00',1,
1057,2074,874,2,9,'2009-04-01 00:00:00',6,2,'2009-04-08 00:00:00',1,
1058,2074,874,2,76,'2009-04-08 00:00:00',6,4,'2009-04-15 00:00:00',1,
1059,2074,874,2,69,'2009-04-15 00:00:00',6,9,'2009-04-22 00:00:00',1,
1060,2074,874,2,80,'2009-04-22 00:00:00',6,18,'2009-04-29 00:00:00',1,
1061,2074,874,2,67,'2009-04-29 00:00:00',6,32,'2009-05-06 00:00:00',1,
1062,2084,884,1,52,'2009-05-06 00:00:00',6,35,'2009-05-13 00:00:00',1,
1063,2084,884,1,9,'2009-05-13 00:00:00',6,2,'2009-05-20 00:00:00',1,
1064,2084,884,1,76,'2009-05-20 00:00:00',6,4,'2009-05-27 00:00:00',1,
1065,2084,884,1,69,'2009-05-27 00:00:00',6,9,'2009-06-03 00:00:00',1,
1066,2084,884,1,80,'2009-08-03 00:00:00',6,18,'2009-08-10 00:00:00',1,
1067,2084,884,1,67,'2009-08-10 00:00:00',6,32,'2009-08-17 00:00:00',1,
1068,2084,884,1,52,'2009-08-17 00:00:00',6,35,'2009-08-24 00:00:00',1,
1069,2084,884,1,9,'2009-08-24 00:00:00',6,2,'2009-08-31 00:00:00',1,
1070,2094,894,3,76,'2009-08-31 00:00:00',6,4,'2009-09-07 00:00:00',1,
1071,2094,894,3,69,'2009-09-07 00:00:00',6,9,'2009-09-14 00:00:00',1,
1072,2094,894,3,80,'2009-09-14 00:00:00',6,18,'2009-09-21 00:00:00',1,
1073,2094,894,3,67,'2009-09-21 00:00:00',6,32,'2009-09-28 00:00:00',1,
1074,2094,894,3,52,'2009-09-28 00:00:00',6,35,'2009-10-05 00:00:00',1,
1075,2094,894,3,9,'2009-10-05 00:00:00',6,2,'2009-10-12 00:00:00',1,
1076,2094,894,3,76,'2009-10-12 00:00:00',6,4,'2009-10-19 00:00:00',1,
1077,2094,894,3,69,'2009-10-19 00:00:00',6,9,'2009-10-26 00:00:00',1,
1078,2094,894,3,80,'2009-10-26 00:00:00',6,18,'2009-11-02 00:00:00',1,
1079,2104,904,3,67,'2009-11-02 00:00:00',6,32,'2009-11-09 00:00:00',1,
1080,2104,904,3,52,'2009-11-09 00:00:00',6,35,'2009-11-16 00:00:00',1,
1081,2104,904,3,9,'2009-11-16 00:00:00',6,2,'2009-11-23 00:00:00',1,
1082,2104,904,3,76,'2009-11-23 00:00:00',6,4,'2009-11-30 00:00:00',1,
1083,2114,914,1,69,'2009-11-30 00:00:00',6,9,'2009-12-07 00:00:00',1,
1084,2114,914,1,80,'2009-12-07 00:00:00',6,18,'2009-12-14 00:00:00',1,
1085,2114,914,1,67,'2009-12-14 00:00:00',6,32,'2009-12-21 00:00:00',1,
1086,2114,914,1,52,'2009-12-21 00:00:00',6,35,'2009-12-28 00:00:00',1,
1087,2114,914,1,9,'2009-12-28 00:00:00',6,2,'2010-01-04 00:00:00',1,
1088,2114,914,1,76,'2010-01-04 00:00:00',6,4,'2010-01-11 00:00:00',1,
1089,2124,924,1,69,'2010-01-11 00:00:00',6,9,'2010-01-18 00:00:00',1,
1090,2124,924,1,80,'2010-01-18 00:00:00',6,18,'2010-01-25 00:00:00',1,
1091,2124,924,1,67,'2010-01-25 00:00:00',6,32,'2010-02-01 00:00:00',1,
1092,2134,934,2,52,'2010-02-01 00:00:00',6,35,'2010-02-08 00:00:00',1,
1093,2144,944,1,9,'2010-02-08 00:00:00',6,2,'2010-02-15 00:00:00',1,
1094,2144,944,1,76,'2010-02-15 00:00:00',6,4,'2010-02-22 00:00:00',1,
1095,2144,944,1,69,'2010-02-22 00:00:00',6,9,'2010-03-01 00:00:00',1,
1096,2144,944,1,80,'2010-03-01 00:00:00',6,18,'2010-03-08 00:00:00',1,
1097,2144,944,1,67,'2010-03-08 00:00:00',6,32,'2010-03-15 00:00:00',1,
1098,2154,954,1,52,'2010-03-15 00:00:00',6,35,'2010-03-22 00:00:00',1,
1099,2154,954,1,9,'2010-03-22 00:00:00',6,2,'2010-03-29 00:00:00',1,
1100,2154,954,1,76,'2010-03-29 00:00:00',6,4,'2010-04-05 00:00:00',1,
1101,2154,954,1,69,'2010-04-05 00:00:00',6,9,'2010-04-12 00:00:00',1,
1102,2154,954,1,80,'2010-04-12 00:00:00',6,18,'2010-04-19 00:00:00',1,
1103,2154,954,1,67,'2010-04-19 00:00:00',6,32,'2010-04-26 00:00:00',1,
1104,2154,954,1,52,'2010-04-26 00:00:00',6,35,'2010-05-03 00:00:00',1,
1105,2164,964,3,9,'2008-09-03 00:00:00',6,2,'2008-09-10 00:00:00',1,
1106,2164,964,3,76,'2008-09-10 00:00:00',6,4,'2008-09-17 00:00:00',1,
1107,2174,974,2,69,'2008-09-17 00:00:00',6,9,'2008-09-24 00:00:00',1,
1108,2174,974,2,80,'2008-09-24 00:00:00',6,18,'2008-10-01 00:00:00',1,
1109,2174,974,2,67,'2008-10-01 00:00:00',6,32,'2008-10-08 00:00:00',1,
1110,2174,974,2,52,'2008-10-08 00:00:00',6,35,'2008-10-15 00:00:00',1,
1111,2184,984,1,9,'2008-10-15 00:00:00',6,2,'2008-10-22 00:00:00',1,
1112,2184,984,1,76,'2008-10-22 00:00:00',6,4,'2008-10-29 00:00:00',1,
1113,2184,984,1,69,'2008-10-29 00:00:00',6,9,'2008-11-05 00:00:00',1,
1114,2184,984,1,80,'2008-11-05 00:00:00',6,18,'2008-11-12 00:00:00',1,
1115,2184,984,1,67,'2008-11-12 00:00:00',6,32,'2008-11-19 00:00:00',1,
1116,2184,984,1,52,'2008-11-19 00:00:00',6,35,'2008-11-26 00:00:00',1,
1117,2194,994,3,9,'2008-11-26 00:00:00',6,2,'2008-12-03 00:00:00',1,
1118,2194,994,3,76,'2008-12-03 00:00:00',6,4,'2008-12-10 00:00:00',1,
1119,2194,994,3,69,'2008-12-10 00:00:00',6,9,'2008-12-17 00:00:00',1,
1120,2194,994,3,80,'2008-12-17 00:00:00',6,18,'2008-12-24 00:00:00',1,
1121,2194,994,3,67,'2008-12-24 00:00:00',6,32,'2008-12-31 00:00:00',1,
1122,2194,994,3,52,'2008-12-31 00:00:00',6,35,'2009-01-07 00:00:00',1,
1123,2194,994,3,9,'2009-01-07 00:00:00',6,2,'2009-01-14 00:00:00',1,
1124,2194,994,3,76,'2009-01-14 00:00:00',6,4,'2009-01-21 00:00:00',1,
1125,2194,994,3,69,'2009-01-21 00:00:00',6,9,'2009-01-28 00:00:00',1,
1126,2204,1004,3,80,'2009-01-28 00:00:00',6,18,'2009-02-04 00:00:00',1,
1127,2204,1004,3,67,'2009-02-04 00:00:00',6,32,'2009-02-11 00:00:00',1,
1128,2204,1004,3,52,'2009-02-11 00:00:00',6,35,'2009-02-18 00:00:00',1,
1129,2204,1004,3,9,'2009-02-18 00:00:00',6,2,'2009-02-25 00:00:00',1,
1130,2204,1004,3,76,'2009-02-25 00:00:00',6,4,'2009-03-04 00:00:00',1,
1131,2204,1004,3,69,'2009-03-04 00:00:00',6,9,'2009-03-11 00:00:00',1,
1132,2204,1004,3,80,'2009-03-11 00:00:00',6,18,'2009-03-18 00:00:00',1,
1133,2204,1004,3,67,'2009-03-18 00:00:00',6,32,'2009-03-25 00:00:00',1,
1134,2214,1014,1,52,'2009-03-25 00:00:00',6,35,'2009-04-01 00:00:00',1,
1135,2214,1014,1,9,'2009-04-01 00:00:00',6,2,'2009-04-08 00:00:00',1,
1136,2214,1014,1,76,'2009-04-08 00:00:00',6,4,'2009-04-15 00:00:00',1,
1137,2224,1024,1,69,'2009-04-15 00:00:00',6,9,'2009-04-22 00:00:00',1,
1138,2234,1034,2,80,'2009-04-22 00:00:00',6,18,'2009-04-29 00:00:00',1,
1139,2234,1034,2,67,'2009-04-29 00:00:00',6,32,'2009-05-06 00:00:00',1,
1140,2234,1034,2,52,'2009-05-06 00:00:00',6,35,'2009-05-13 00:00:00',1,
1141,2234,1034,2,9,'2009-05-13 00:00:00',6,2,'2009-05-20 00:00:00',1,
1142,2234,1034,2,76,'2009-05-20 00:00:00',6,4,'2009-05-27 00:00:00',1,
1143,2244,1044,1,69,'2009-05-27 00:00:00',6,9,'2009-06-03 00:00:00',1,
1144,2244,1044,1,80,'2009-08-03 00:00:00',6,18,'2009-08-10 00:00:00',1,
1145,2244,1044,1,67,'2009-08-10 00:00:00',6,32,'2009-08-17 00:00:00',1,
1146,2254,1054,1,52,'2009-08-17 00:00:00',6,35,'2009-08-24 00:00:00',1,
1147,2254,1054,1,9,'2009-08-24 00:00:00',6,2,'2009-08-31 00:00:00',1,
1148,2254,1054,1,76,'2009-08-31 00:00:00',6,4,'2009-09-07 00:00:00',1,
1149,2254,1054,1,69,'2009-09-07 00:00:00',6,9,'2009-09-14 00:00:00',1,
1150,2254,1054,1,80,'2009-09-14 00:00:00',6,18,'2009-09-21 00:00:00',1,
1151,2254,1054,1,67,'2009-09-21 00:00:00',6,32,'2009-09-28 00:00:00',1,
1152,2254,1054,1,52,'2009-09-28 00:00:00',6,35,'2009-10-05 00:00:00',1,
1153,2254,1054,1,9,'2009-10-05 00:00:00',6,2,'2009-10-12 00:00:00',1,
1154,2254,1054,1,76,'2009-10-12 00:00:00',6,4,'2009-10-19 00:00:00',1,
1155,2254,1054,1,69,'2009-10-19 00:00:00',6,9,'2009-10-26 00:00:00',1,
1156,2254,1054,1,80,'2009-10-26 00:00:00',6,18,'2009-11-02 00:00:00',1,
1157,2264,1064,3,67,'2009-11-02 00:00:00',6,32,'2009-11-09 00:00:00',1,
1158,2264,1064,3,52,'2009-11-09 00:00:00',6,35,'2009-11-16 00:00:00',1,
1159,2264,1064,3,9,'2009-11-16 00:00:00',6,2,'2009-11-23 00:00:00',1,
1160,2264,1064,3,76,'2009-11-23 00:00:00',6,4,'2009-11-30 00:00:00',1,
1161,2274,1074,2,69,'2009-11-30 00:00:00',6,9,'2009-12-07 00:00:00',1,
1162,2274,1074,2,80,'2009-12-07 00:00:00',6,18,'2009-12-14 00:00:00',1,
1163,2274,1074,2,67,'2009-12-14 00:00:00',6,32,'2009-12-21 00:00:00',1,
1164,2274,1074,2,52,'2009-12-21 00:00:00',6,35,'2009-12-28 00:00:00',1,
1165,2274,1074,2,9,'2009-12-28 00:00:00',6,2,'2010-01-04 00:00:00',1,
1166,2274,1074,2,76,'2010-01-04 00:00:00',6,4,'2010-01-11 00:00:00',1,
1167,2274,1074,2,69,'2010-01-11 00:00:00',6,9,'2010-01-18 00:00:00',1,
1168,2274,1074,2,80,'2010-01-18 00:00:00',6,18,'2010-01-25 00:00:00',1,
1169,2284,1084,1,67,'2008-09-03 00:00:00',6,32,'2008-09-10 00:00:00',1,
1170,2284,1084,1,52,'2008-09-10 00:00:00',6,35,'2008-09-17 00:00:00',1,
1171,2284,1084,1,9,'2008-09-17 00:00:00',6,2,'2008-09-24 00:00:00',1,
1172,2284,1084,1,76,'2008-09-24 00:00:00',6,4,'2008-10-01 00:00:00',1,
1173,2284,1084,1,69,'2008-10-01 00:00:00',6,9,'2008-10-08 00:00:00',1,
1174,2284,1084,1,80,'2008-10-08 00:00:00',6,18,'2008-10-15 00:00:00',1,
1175,2284,1084,1,67,'2008-10-15 00:00:00',6,32,'2008-10-22 00:00:00',1,
1176,2284,1084,1,52,'2008-10-22 00:00:00',6,35,'2008-10-29 00:00:00',1,
1177,2284,1084,1,9,'2008-10-29 00:00:00',6,2,'2008-11-05 00:00:00',1,
1178,2294,1094,3,76,'2008-11-05 00:00:00',6,4,'2008-11-12 00:00:00',1,
1179,2294,1094,3,69,'2008-11-12 00:00:00',6,9,'2008-11-19 00:00:00',1,
1180,2294,1094,3,80,'2008-11-19 00:00:00',6,18,'2008-11-26 00:00:00',1,
1181,2294,1094,3,67,'2008-11-26 00:00:00',6,32,'2008-12-03 00:00:00',1,
1182,2294,1094,3,52,'2008-12-03 00:00:00',6,35,'2008-12-10 00:00:00',1,
1183,2294,1094,3,9,'2008-12-10 00:00:00',6,2,'2008-12-17 00:00:00',1,
1184,2294,1094,3,76,'2008-12-17 00:00:00',6,4,'2008-12-24 00:00:00',1,
1185,2294,1094,3,69,'2008-12-24 00:00:00',6,9,'2008-12-31 00:00:00',1,
1186,2304,1104,3,80,'2008-12-31 00:00:00',6,18,'2009-01-07 00:00:00',1,
1187,2304,1104,3,67,'2009-01-07 00:00:00',6,32,'2009-01-14 00:00:00',1,
1188,2304,1104,3,52,'2009-01-14 00:00:00',6,35,'2009-01-21 00:00:00',1,
1189,2314,1114,1,9,'2009-01-21 00:00:00',6,2,'2009-01-28 00:00:00',1,
1190,2324,1124,1,76,'2009-01-28 00:00:00',6,4,'2009-02-04 00:00:00',1,
1191,2334,1134,2,69,'2009-02-04 00:00:00',6,9,'2009-02-11 00:00:00',1,
1192,2344,1144,1,80,'2009-02-11 00:00:00',6,18,'2009-02-18 00:00:00',1,
1193,2344,1144,1,67,'2009-02-18 00:00:00',6,32,'2009-02-25 00:00:00',1,
1194,2344,1144,1,52,'2009-02-25 00:00:00',6,35,'2009-03-04 00:00:00',1,
1195,2344,1144,1,9,'2009-03-04 00:00:00',6,2,'2009-03-11 00:00:00',1,
1196,2344,1144,1,76,'2009-03-11 00:00:00',6,4,'2009-03-18 00:00:00',1,
1197,2354,1154,1,69,'2009-03-18 00:00:00',6,9,'2009-03-25 00:00:00',1,
1198,2354,1154,1,80,'2009-03-25 00:00:00',6,18,'2009-04-01 00:00:00',1,
1199,2354,1154,1,67,'2009-04-01 00:00:00',6,32,'2009-04-08 00:00:00',1,
1200,2354,1154,1,52,'2009-04-08 00:00:00',6,35,'2009-04-15 00:00:00',1,
1201,2354,1154,1,9,'2009-04-15 00:00:00',6,2,'2009-04-22 00:00:00',1,
1202,2354,1154,1,76,'2009-04-22 00:00:00',6,4,'2009-04-29 00:00:00',1,
1203,2354,1154,1,69,'2009-04-29 00:00:00',6,9,'2009-05-06 00:00:00',1,
1204,2364,1164,3,80,'2009-05-06 00:00:00',6,18,'2009-05-13 00:00:00',1,
1205,2364,1164,3,67,'2009-05-13 00:00:00',6,32,'2009-05-20 00:00:00',1,
1206,2364,1164,3,52,'2009-05-20 00:00:00',6,35,'2009-05-27 00:00:00',1,
1207,2364,1164,3,9,'2009-05-27 00:00:00',6,2,'2009-06-03 00:00:00',1,
1208,2364,1164,3,76,'2009-08-03 00:00:00',6,4,'2009-08-10 00:00:00',1,
1209,2364,1164,3,69,'2009-08-10 00:00:00',6,9,'2009-08-17 00:00:00',1,
1210,2364,1164,3,80,'2009-08-17 00:00:00',6,18,'2009-08-24 00:00:00',1,
1211,2364,1164,3,67,'2009-08-24 00:00:00',6,32,'2009-08-31 00:00:00',1,
1212,2364,1164,3,52,'2009-08-31 00:00:00',6,35,'2009-09-07 00:00:00',1,
1213,2407,7,1,9,'2009-09-07 00:00:00',6,2,'2009-09-14 00:00:00',1,
