StandardizedTestScoreID,StudentID,SISStudentID,TestDate,SubjectID,RawScore,PossibleRawScore,ScaledScore,PossibleScaledScore,PerformanceLevel,Lexile,LatestTest
14321,3066,666,'2010-04-02 00:00:00',14,20.00,24.00,850.00,950.00,3.00,1025L,0
14322,3066,666,'2009-01-01 00:00:00',14,37.00,42.00,362.00,950.00,3.00, 1040,1
14323,3066,666,'2010-04-02 00:00:00',15,47.00,54.00,820.00,950.00,3.00,1025L,0
14324,3066,666,'2009-01-01 00:00:00',15,45.00,53.00,822.00,950.00,3.00, 1040,1
14325,3067,667,'2009-01-01 00:00:00',6,30.00,49.00,812.00,950.00,2.00,  775,0
14326,3067,667,'2010-04-02 00:00:00',6,35.00,50.00,823.00,950.00,2.00, 685L,1
14327,3067,667,'2010-04-02 00:00:00',10,28.00,60.00,796.00,950.00,1.00, 685L,0
14328,3067,667,'2009-01-01 00:00:00',10,0.00,0.00,328.00,950.00,2.00,  775,1
14329,3067,667,'2010-04-02 00:00:00',18,20.00,40.00,800.00,950.00,2.00, 685L,0
14330,3067,667,'2009-01-01 00:00:00',18,26.00,40.00,816.00,950.00,2.00,  775,1
14331,3067,667,'2010-04-02 00:00:00',14,14.00,24.00,817.00,950.00,2.00, 685L,0
14332,3067,667,'2009-01-01 00:00:00',14,30.00,42.00,336.00,950.00,2.00,  775,1
14333,3067,667,'2010-04-02 00:00:00',15,33.00,54.00,730.00,950.00,2.00, 685L,0
14334,3067,667,'2009-01-01 00:00:00',15,32.00,53.00,746.00,950.00,2.00,  775,1
14335,3068,668,'2009-01-01 00:00:00',6,28.00,49.00,807.00,950.00,2.00,  755,1
14336,3068,668,'2009-01-01 00:00:00',10,0.00,0.00,335.00,950.00,2.00,  755,1
14337,3068,668,'2009-01-01 00:00:00',18,25.00,40.00,813.00,950.00,2.00,  755,1
14338,3068,668,'2009-01-01 00:00:00',14,31.00,42.00,338.00,950.00,2.00,  755,1
14339,3068,668,'2009-01-01 00:00:00',15,30.00,53.00,742.00,950.00,2.00,  755,1
14340,3069,669,'2009-01-01 00:00:00',6,38.00,49.00,834.00,950.00,2.00,  400,1
14341,3069,669,'2009-01-01 00:00:00',10,0.00,0.00,317.00,950.00,2.00,  400,1
14342,3069,669,'2009-01-01 00:00:00',18,9.00,40.00,768.00,950.00,1.00,  400,1
14343,3069,669,'2009-01-01 00:00:00',14,26.00,42.00,326.00,950.00,2.00,  400,1
14344,3069,669,'2009-01-01 00:00:00',15,27.00,53.00,730.00,950.00,2.00,  400,1
14345,3098,698,'2010-04-02 00:00:00',6,38.00,50.00,831.00,950.00,2.00, 905L,0
14346,3098,698,'2009-01-01 00:00:00',6,41.00,49.00,844.00,950.00,2.00,  825,1
14347,3098,698,'2010-04-02 00:00:00',10,41.00,60.00,824.00,950.00,2.00, 905L,0
14348,3098,698,'2009-01-01 00:00:00',10,0.00,0.00,340.00,950.00,2.00,  825,1
14349,3098,698,'2010-04-02 00:00:00',18,29.00,40.00,825.00,950.00,2.00, 905L,0
14350,3098,698,'2009-01-01 00:00:00',18,28.00,40.00,822.00,950.00,2.00,  825,1
14351,3098,698,'2009-01-01 00:00:00',14,32.00,42.00,347.00,950.00,2.00,  825,0
14352,3098,698,'2010-04-02 00:00:00',14,10.00,24.00,808.00,950.00,2.00, 905L,1
14353,3098,698,'2010-04-02 00:00:00',15,31.00,54.00,718.00,950.00,2.00, 905L,0
14354,3098,698,'2009-01-01 00:00:00',15,33.00,53.00,758.00,950.00,2.00,  825,1
14355,3102,702,'2010-04-02 00:00:00',6,30.00,50.00,812.00,950.00,2.00, 930L,1
14356,3102,702,'2010-04-02 00:00:00',10,19.00,60.00,777.00,950.00,1.00, 930L,1
14357,3102,702,'2010-04-02 00:00:00',18,30.00,40.00,828.00,950.00,2.00, 930L,1
14358,3102,702,'2010-04-02 00:00:00',14,19.00,24.00,838.00,950.00,2.00, 930L,1
14359,3102,702,'2010-04-02 00:00:00',15,35.00,54.00,750.00,950.00,2.00, 930L,1
14360,3120,720,'2010-04-02 00:00:00',6,21.00,50.00,795.00,950.00,1.00, 670L,0
14361,3120,720,'2009-01-01 00:00:00',6,39.00,49.00,837.00,950.00,2.00,  650,1
14362,3120,720,'2010-04-02 00:00:00',10,23.00,60.00,786.00,950.00,1.00, 670L,0
14363,3120,720,'2009-01-01 00:00:00',10,0.00,0.00,319.00,950.00,2.00,  650,1
14364,3120,720,'2010-04-02 00:00:00',18,19.00,40.00,798.00,950.00,1.00, 670L,0
14365,3120,720,'2009-01-01 00:00:00',18,20.00,40.00,800.00,950.00,2.00,  650,1
14366,3120,720,'2009-01-01 00:00:00',14,20.00,42.00,324.00,950.00,2.00,  650,0
14367,3120,720,'2010-04-02 00:00:00',14,7.00,24.00,780.00,950.00,1.00, 670L,1
14368,3120,720,'2010-04-02 00:00:00',15,19.00,54.00,676.00,950.00,1.00, 670L,0
14369,3120,720,'2009-01-01 00:00:00',15,24.00,53.00,712.00,950.00,2.00,  650,1
14370,3121,721,'2010-04-02 00:00:00',6,49.00,50.00,895.00,950.00,3.00,1155L,0
14371,3121,721,'2009-01-01 00:00:00',6,48.00,49.00,900.00,950.00,3.00, 1085,1
14372,3121,721,'2009-01-01 00:00:00',10,0.00,0.00,358.00,950.00,3.00, 1085,0
14373,3121,721,'2010-04-02 00:00:00',10,48.00,60.00,842.00,950.00,2.00,1155L,1
14374,3121,721,'2009-01-01 00:00:00',18,36.00,40.00,856.00,950.00,3.00, 1085,0
14375,3121,721,'2010-04-02 00:00:00',18,38.00,40.00,871.00,950.00,3.00,1155L,1
14376,3121,721,'2010-04-02 00:00:00',14,22.00,24.00,891.00,950.00,3.00,1155L,0
14377,3121,721,'2009-01-01 00:00:00',14,35.00,42.00,366.00,950.00,3.00, 1085,1
14378,3121,721,'2009-01-01 00:00:00',15,37.00,53.00,766.00,950.00,2.00, 1085,0
14379,3121,721,'2010-04-02 00:00:00',15,44.00,54.00,796.00,950.00,3.00,1155L,1
14380,3165,765,'2010-04-02 00:00:00',6,48.00,50.00,878.00,950.00,3.00,1155L,0
14381,3165,765,'2009-01-01 00:00:00',6,48.00,49.00,900.00,950.00,3.00, 1085,1
14382,3165,765,'2010-04-02 00:00:00',10,58.00,60.00,898.00,950.00,3.00,1155L,0
14383,3165,765,'2009-01-01 00:00:00',10,0.00,0.00,398.00,950.00,3.00, 1085,1
14384,3165,765,'2010-04-02 00:00:00',18,36.00,40.00,854.00,950.00,3.00,1155L,0
14385,3165,765,'2009-01-01 00:00:00',18,38.00,40.00,874.00,950.00,3.00, 1085,1
14386,3165,765,'2009-01-01 00:00:00',14,37.00,42.00,370.00,950.00,3.00, 1085,0
14387,3165,765,'2010-04-02 00:00:00',14,21.00,24.00,859.00,950.00,3.00,1155L,1
14388,3165,765,'2009-01-01 00:00:00',15,36.00,53.00,770.00,950.00,2.00, 1085,0
14389,3165,765,'2010-04-02 00:00:00',15,47.00,54.00,804.00,950.00,3.00,1155L,1
14390,3166,766,'2009-01-01 00:00:00',6,28.00,49.00,807.00,950.00,2.00,  935,0
14391,3166,766,'2010-04-02 00:00:00',6,28.00,50.00,808.00,950.00,2.00,1025L,1
14392,3166,766,'2010-04-02 00:00:00',10,36.00,60.00,813.00,950.00,2.00,1025L,0
14393,3166,766,'2009-01-01 00:00:00',10,0.00,0.00,335.00,950.00,2.00,  935,1
14394,3166,766,'2009-01-01 00:00:00',18,32.00,40.00,836.00,950.00,2.00,  935,0
14395,3166,766,'2010-04-02 00:00:00',18,33.00,40.00,839.00,950.00,2.00,1025L,1
14396,3166,766,'2009-01-01 00:00:00',14,24.00,42.00,324.00,950.00,2.00,  935,0
14397,3166,766,'2010-04-02 00:00:00',14,19.00,24.00,832.00,950.00,2.00,1025L,1
14398,3166,766,'2009-01-01 00:00:00',15,26.00,53.00,730.00,950.00,2.00,  935,0
14399,3166,766,'2010-04-02 00:00:00',15,30.00,54.00,718.00,950.00,2.00,1025L,1
14400,3167,767,'2009-01-01 00:00:00',6,40.00,49.00,840.00,950.00,2.00, 1005,0
14401,3167,767,'2010-04-02 00:00:00',6,43.00,50.00,850.00,950.00,3.00,1120L,1
14402,3167,767,'2009-01-01 00:00:00',10,0.00,0.00,340.00,950.00,2.00, 1005,0
14403,3167,767,'2010-04-02 00:00:00',10,43.00,60.00,828.00,950.00,2.00,1120L,1
14404,3167,767,'2010-04-02 00:00:00',18,35.00,40.00,850.00,950.00,3.00,1120L,0
14405,3167,767,'2009-01-01 00:00:00',18,34.00,40.00,845.00,950.00,2.00, 1005,1
14406,3167,767,'2010-04-02 00:00:00',14,22.00,24.00,855.00,950.00,3.00,1120L,0
14407,3167,767,'2009-01-01 00:00:00',14,32.00,42.00,340.00,950.00,2.00, 1005,1
14408,3167,767,'2009-01-01 00:00:00',15,37.00,53.00,776.00,950.00,2.00, 1005,0
14409,3167,767,'2010-04-02 00:00:00',15,47.00,54.00,820.00,950.00,3.00,1120L,1
14410,3168,768,'2010-04-02 00:00:00',6,26.00,50.00,804.00,950.00,2.00, 780L,0
14411,3168,768,'2009-01-01 00:00:00',6,36.00,49.00,828.00,950.00,2.00,  775,1
14412,3168,768,'2010-04-02 00:00:00',10,48.00,60.00,842.00,950.00,2.00, 780L,0
14413,3168,768,'2009-01-01 00:00:00',10,0.00,0.00,350.00,950.00,3.00,  775,1
14414,3168,768,'2010-04-02 00:00:00',18,24.00,40.00,811.00,950.00,2.00, 780L,0
14415,3168,768,'2009-01-01 00:00:00',18,26.00,40.00,816.00,950.00,2.00,  775,1
14416,3168,768,'2010-04-02 00:00:00',14,15.00,24.00,806.00,950.00,2.00, 780L,0
14417,3168,768,'2009-01-01 00:00:00',14,18.00,42.00,311.00,950.00,2.00,  775,1
14418,3168,768,'2009-01-01 00:00:00',15,32.00,53.00,746.00,950.00,2.00,  775,0
14419,3168,768,'2010-04-02 00:00:00',15,15.00,54.00,650.00,950.00,1.00, 780L,1
14420,3169,769,'2010-04-02 00:00:00',6,15.00,50.00,782.00,950.00,1.00, 600L,0
14421,3169,769,'2009-01-01 00:00:00',6,21.00,49.00,791.00,950.00,1.00,  525,1
14422,3169,769,'2010-04-02 00:00:00',10,26.00,60.00,792.00,950.00,1.00, 600L,0
14423,3169,769,'2009-01-01 00:00:00',10,0.00,0.00,311.00,950.00,2.00,  525,1
14424,3169,769,'2009-01-01 00:00:00',18,14.00,40.00,784.00,950.00,1.00,  525,0
14425,3169,769,'2010-04-02 00:00:00',18,16.00,40.00,790.00,950.00,1.00, 600L,1
14426,3169,769,'2009-01-01 00:00:00',14,21.00,42.00,315.00,950.00,2.00,  525,0
14427,3169,769,'2010-04-02 00:00:00',14,7.00,24.00,777.00,950.00,1.00, 600L,1
14428,3169,769,'2010-04-02 00:00:00',15,18.00,54.00,658.00,950.00,1.00, 600L,0
14429,3169,769,'2009-01-01 00:00:00',15,17.00,53.00,684.00,950.00,2.00,  525,1
14430,3198,798,'2009-01-01 00:00:00',6,28.00,49.00,807.00,950.00,2.00,  900,0
14431,3198,798,'2010-04-02 00:00:00',6,35.00,50.00,823.00,950.00,2.00,1155L,1
14432,3198,798,'2009-01-01 00:00:00',10,0.00,0.00,305.00,950.00,2.00,  900,0
14433,3198,798,'2010-04-02 00:00:00',10,32.00,60.00,804.00,950.00,2.00,1155L,1
14434,3198,798,'2009-01-01 00:00:00',18,31.00,40.00,832.00,950.00,2.00,  900,0
14435,3198,798,'2010-04-02 00:00:00',18,36.00,40.00,854.00,950.00,3.00,1155L,1
14436,3198,798,'2010-04-02 00:00:00',14,14.00,24.00,808.00,950.00,2.00,1155L,0
14437,3198,798,'2009-01-01 00:00:00',14,17.00,42.00,321.00,950.00,2.00,  900,1
14438,3198,798,'2010-04-02 00:00:00',15,27.00,54.00,714.00,950.00,2.00,1155L,0
14439,3198,798,'2009-01-01 00:00:00',15,25.00,53.00,720.00,950.00,2.00,  900,1
14440,3202,802,'2009-01-01 00:00:00',6,48.00,49.00,900.00,950.00,3.00, 1085,0
14441,3202,802,'2010-04-02 00:00:00',6,48.00,50.00,878.00,950.00,3.00,1120L,1
14442,3202,802,'2009-01-01 00:00:00',10,0.00,0.00,342.00,950.00,2.00, 1085,0
14443,3202,802,'2010-04-02 00:00:00',10,50.00,60.00,850.00,950.00,3.00,1120L,1
14444,3202,802,'2009-01-01 00:00:00',18,36.00,40.00,856.00,950.00,3.00, 1085,0
14445,3202,802,'2010-04-02 00:00:00',18,35.00,40.00,850.00,950.00,3.00,1120L,1
14446,3202,802,'2009-01-01 00:00:00',14,29.00,42.00,359.00,950.00,3.00, 1085,0
14447,3202,802,'2010-04-02 00:00:00',14,23.00,24.00,882.00,950.00,3.00,1120L,1
14448,3202,802,'2009-01-01 00:00:00',15,45.00,53.00,822.00,950.00,3.00, 1085,0
14449,3202,802,'2010-04-02 00:00:00',15,44.00,54.00,780.00,950.00,3.00,1120L,1
14450,3220,820,'2010-04-02 00:00:00',6,46.00,50.00,861.00,950.00,3.00,1155L,0
14451,3220,820,'2009-01-01 00:00:00',6,47.00,49.00,883.00,950.00,3.00, 1085,1
14452,3220,820,'2009-01-01 00:00:00',10,0.00,0.00,416.00,950.00,3.00, 1085,0
14453,3220,820,'2010-04-02 00:00:00',10,59.00,60.00,917.00,950.00,3.00,1155L,1
14454,3220,820,'2009-01-01 00:00:00',18,37.00,40.00,864.00,950.00,3.00, 1085,0
14455,3220,820,'2010-04-02 00:00:00',18,37.00,40.00,861.00,950.00,3.00,1155L,1
14456,3220,820,'2010-04-02 00:00:00',14,24.00,24.00,891.00,950.00,3.00,1155L,0
14457,3220,820,'2009-01-01 00:00:00',14,42.00,42.00,422.00,950.00,3.00, 1085,1
14458,3220,820,'2009-01-01 00:00:00',15,44.00,53.00,814.00,950.00,3.00, 1085,0
14459,3220,820,'2010-04-02 00:00:00',15,52.00,54.00,868.00,950.00,3.00,1155L,1
14460,3221,821,'2010-04-02 00:00:00',6,28.00,50.00,808.00,950.00,2.00, 740L,0
14461,3221,821,'2009-01-01 00:00:00',6,35.00,49.00,825.00,950.00,2.00,  935,1
14462,3221,821,'2010-04-02 00:00:00',10,31.00,60.00,802.00,950.00,2.00, 740L,0
14463,3221,821,'2009-01-01 00:00:00',10,0.00,0.00,332.00,950.00,2.00,  935,1
14464,3221,821,'2010-04-02 00:00:00',18,22.00,40.00,806.00,950.00,2.00, 740L,0
14465,3221,821,'2009-01-01 00:00:00',18,32.00,40.00,836.00,950.00,2.00,  935,1
14466,3221,821,'2009-01-01 00:00:00',14,22.00,42.00,326.00,950.00,2.00,  935,0
14467,3221,821,'2010-04-02 00:00:00',14,11.00,24.00,795.00,950.00,1.00, 740L,1
14468,3221,821,'2010-04-02 00:00:00',15,33.00,54.00,734.00,950.00,2.00, 740L,0
14469,3221,821,'2009-01-01 00:00:00',15,39.00,53.00,780.00,950.00,3.00,  935,1
14470,3252,852,'2010-04-02 00:00:00',6,17.00,50.00,786.00,950.00,1.00, 600L,0
14471,3252,852,'2009-01-01 00:00:00',6,21.00,49.00,791.00,950.00,1.00,  610,1
14472,3252,852,'2010-04-02 00:00:00',10,22.00,60.00,784.00,950.00,1.00, 600L,0
14473,3252,852,'2009-01-01 00:00:00',10,0.00,0.00,305.00,950.00,2.00,  610,1
14474,3252,852,'2010-04-02 00:00:00',18,16.00,40.00,790.00,950.00,1.00, 600L,0
14475,3252,852,'2009-01-01 00:00:00',18,18.00,40.00,795.00,950.00,1.00,  610,1
14476,3252,852,'2010-04-02 00:00:00',14,5.00,24.00,773.00,950.00,1.00, 600L,0
14477,3252,852,'2009-01-01 00:00:00',14,18.00,42.00,317.00,950.00,2.00,  610,1
14478,3252,852,'2009-01-01 00:00:00',15,27.00,53.00,720.00,950.00,2.00,  610,0
14479,3252,852,'2010-04-02 00:00:00',15,25.00,54.00,696.00,950.00,2.00, 600L,1
14480,3265,865,'2010-04-02 00:00:00',6,18.00,50.00,788.00,950.00,1.00, 780L,0
14481,3265,865,'2009-01-01 00:00:00',6,23.00,50.00,796.00,950.00,1.00,  615,1
14482,3265,865,'2010-04-02 00:00:00',10,25.00,60.00,790.00,950.00,1.00, 780L,0
14483,3265,865,'2009-01-01 00:00:00',10,23.00,60.00,785.00,950.00,1.00,  615,1
14484,3265,865,'2010-04-02 00:00:00',18,24.00,40.00,811.00,950.00,2.00, 780L,0
14485,3265,865,'2009-01-01 00:00:00',18,17.00,40.00,792.00,950.00,1.00,  615,1
14486,3265,865,'2010-04-02 00:00:00',14,9.00,24.00,791.00,950.00,1.00, 780L,0
14487,3265,865,'2009-01-01 00:00:00',14,9.00,24.00,784.00,950.00,1.00,  615,1
14488,3265,865,'2010-04-02 00:00:00',15,20.00,54.00,676.00,950.00,1.00, 780L,0
14489,3265,865,'2009-01-01 00:00:00',15,21.00,54.00,696.00,950.00,2.00,  615,1
14490,3266,866,'2010-04-02 00:00:00',6,25.00,50.00,802.00,950.00,2.00, 710L,0
14491,3266,866,'2009-01-01 00:00:00',6,31.00,49.00,815.00,950.00,2.00,  735,1
14492,3266,866,'2010-04-02 00:00:00',10,25.00,60.00,790.00,950.00,1.00, 710L,0
14493,3266,866,'2009-01-01 00:00:00',10,0.00,0.00,340.00,950.00,2.00,  735,1
14494,3266,866,'2009-01-01 00:00:00',18,24.00,40.00,811.00,950.00,2.00,  735,0
14495,3266,866,'2010-04-02 00:00:00',18,21.00,40.00,803.00,950.00,2.00, 710L,1
14496,3266,866,'2010-04-02 00:00:00',14,14.00,24.00,808.00,950.00,2.00, 710L,0
14497,3266,866,'2009-01-01 00:00:00',14,26.00,42.00,330.00,950.00,2.00,  735,1
14498,3266,866,'2010-04-02 00:00:00',15,30.00,54.00,718.00,950.00,2.00, 710L,0
14499,3266,866,'2009-01-01 00:00:00',15,36.00,53.00,766.00,950.00,2.00,  735,1
14500,3267,867,'2010-04-02 00:00:00',6,27.00,50.00,806.00,950.00,2.00, 780L,0
14501,3267,867,'2009-01-01 00:00:00',6,39.00,49.00,837.00,950.00,2.00,  845,1
14502,3267,867,'2010-04-02 00:00:00',10,32.00,60.00,804.00,950.00,2.00, 780L,0
14503,3267,867,'2009-01-01 00:00:00',10,0.00,0.00,350.00,950.00,3.00,  845,1
14504,3267,867,'2009-01-01 00:00:00',18,29.00,40.00,825.00,950.00,2.00,  845,0
14505,3267,867,'2010-04-02 00:00:00',18,24.00,40.00,811.00,950.00,2.00, 780L,1
14506,3267,867,'2010-04-02 00:00:00',14,14.00,24.00,817.00,950.00,2.00, 780L,0
14507,3267,867,'2009-01-01 00:00:00',14,36.00,42.00,362.00,950.00,3.00,  845,1
14508,3267,867,'2010-04-02 00:00:00',15,29.00,54.00,712.00,950.00,2.00, 780L,0
14509,3267,867,'2009-01-01 00:00:00',15,41.00,53.00,796.00,950.00,3.00,  845,1
14510,3268,868,'2010-04-02 00:00:00',6,28.00,50.00,808.00,950.00,2.00, 905L,0
14511,3268,868,'2009-01-01 00:00:00',6,33.00,49.00,820.00,950.00,2.00,  775,1
14512,3268,868,'2009-01-01 00:00:00',10,0.00,0.00,323.00,950.00,2.00,  775,0
14513,3268,868,'2010-04-02 00:00:00',10,42.00,60.00,826.00,950.00,2.00, 905L,1
14514,3268,868,'2010-04-02 00:00:00',18,29.00,40.00,825.00,950.00,2.00, 905L,0
14515,3268,868,'2009-01-01 00:00:00',18,26.00,40.00,816.00,950.00,2.00,  775,1
14516,3268,868,'2009-01-01 00:00:00',14,21.00,42.00,311.00,950.00,2.00,  775,0
14517,3268,868,'2010-04-02 00:00:00',14,11.00,24.00,789.00,950.00,1.00, 905L,1
14518,3268,868,'2009-01-01 00:00:00',15,22.00,53.00,708.00,950.00,2.00,  775,0
14519,3268,868,'2010-04-02 00:00:00',15,33.00,54.00,734.00,950.00,2.00, 905L,1
14520,3269,869,'2010-04-02 00:00:00',6,42.00,50.00,843.00,950.00,2.00, 930L,0
14521,3269,869,'2009-01-01 00:00:00',6,41.00,49.00,844.00,950.00,2.00,  825,1
14522,3269,869,'2010-04-02 00:00:00',10,55.00,60.00,871.00,950.00,3.00, 930L,0
14523,3269,869,'2009-01-01 00:00:00',10,0.00,0.00,379.00,950.00,3.00,  825,1
14524,3269,869,'2009-01-01 00:00:00',18,28.00,40.00,822.00,950.00,2.00,  825,0
14525,3269,869,'2010-04-02 00:00:00',18,30.00,40.00,828.00,950.00,2.00, 930L,1
14526,3269,869,'2010-04-02 00:00:00',14,18.00,24.00,841.00,950.00,2.00, 930L,0
14527,3269,869,'2009-01-01 00:00:00',14,34.00,42.00,347.00,950.00,2.00,  825,1
14528,3269,869,'2010-04-02 00:00:00',15,44.00,54.00,790.00,950.00,3.00, 930L,0
14529,3269,869,'2009-01-01 00:00:00',15,27.00,53.00,734.00,950.00,2.00,  825,1
14530,3298,898,'2010-04-02 00:00:00',6,35.00,50.00,823.00,950.00,2.00, 780L,0
14531,3298,898,'2009-01-01 00:00:00',6,41.00,49.00,844.00,950.00,2.00,  845,1
14532,3298,898,'2010-04-02 00:00:00',10,40.00,60.00,821.00,950.00,2.00, 780L,0
14533,3298,898,'2009-01-01 00:00:00',10,0.00,0.00,345.00,950.00,2.00,  845,1
14534,3298,898,'2010-04-02 00:00:00',18,24.00,40.00,811.00,950.00,2.00, 780L,0
14535,3298,898,'2009-01-01 00:00:00',18,29.00,40.00,825.00,950.00,2.00,  845,1
14536,3298,898,'2010-04-02 00:00:00',14,16.00,24.00,811.00,950.00,2.00, 780L,0
14537,3298,898,'2009-01-01 00:00:00',14,25.00,42.00,330.00,950.00,2.00,  845,1
14538,3298,898,'2009-01-01 00:00:00',15,33.00,53.00,750.00,950.00,2.00,  845,0
14539,3298,898,'2010-04-02 00:00:00',15,27.00,54.00,712.00,950.00,2.00, 780L,1
14540,3302,902,'2009-01-01 00:00:00',6,41.00,49.00,844.00,950.00,2.00, 1040,0
14541,3302,902,'2010-04-02 00:00:00',6,43.00,50.00,850.00,950.00,3.00, 955L,1
14542,3302,902,'2010-04-02 00:00:00',10,49.00,60.00,845.00,950.00,2.00, 955L,0
14543,3302,902,'2009-01-01 00:00:00',10,0.00,0.00,367.00,950.00,3.00, 1040,1
14544,3302,902,'2010-04-02 00:00:00',18,31.00,40.00,831.00,950.00,2.00, 955L,0
14545,3302,902,'2009-01-01 00:00:00',18,35.00,40.00,850.00,950.00,3.00, 1040,1
14546,3302,902,'2010-04-02 00:00:00',14,22.00,24.00,841.00,950.00,2.00, 955L,0
14547,3302,902,'2009-01-01 00:00:00',14,29.00,42.00,332.00,950.00,2.00, 1040,1
14548,3302,902,'2010-04-02 00:00:00',15,34.00,54.00,738.00,950.00,2.00, 955L,0
14549,3302,902,'2009-01-01 00:00:00',15,44.00,53.00,814.00,950.00,3.00, 1040,1
14550,3320,920,'2010-04-02 00:00:00',6,40.00,50.00,836.00,950.00,2.00,1060L,0
14551,3320,920,'2009-01-01 00:00:00',6,41.00,49.00,844.00,950.00,2.00, 1040,1
14552,3320,920,'2010-04-02 00:00:00',10,39.00,60.00,819.00,950.00,2.00,1060L,0
14553,3320,920,'2009-01-01 00:00:00',10,0.00,0.00,342.00,950.00,2.00, 1040,1
14554,3320,920,'2010-04-02 00:00:00',18,34.00,40.00,843.00,950.00,2.00,1060L,0
14555,3320,920,'2009-01-01 00:00:00',18,35.00,40.00,850.00,950.00,3.00, 1040,1
14556,3320,920,'2010-04-02 00:00:00',14,18.00,24.00,838.00,950.00,2.00,1060L,0
14557,3320,920,'2009-01-01 00:00:00',14,29.00,42.00,338.00,950.00,2.00, 1040,1
14558,3320,920,'2010-04-02 00:00:00',15,37.00,54.00,756.00,950.00,2.00,1060L,0
14559,3320,920,'2009-01-01 00:00:00',15,38.00,53.00,780.00,950.00,3.00, 1040,1
14560,3321,921,'2010-04-02 00:00:00',6,37.00,50.00,828.00,950.00,2.00,1120L,0
14561,3321,921,'2009-01-01 00:00:00',6,43.00,49.00,853.00,950.00,3.00,  900,1
14562,3321,921,'2010-04-02 00:00:00',10,52.00,60.00,856.00,950.00,3.00,1120L,0
14563,3321,921,'2009-01-01 00:00:00',10,0.00,0.00,351.00,950.00,3.00,  900,1
14564,3321,921,'2009-01-01 00:00:00',18,31.00,40.00,832.00,950.00,2.00,  900,0
14565,3321,921,'2010-04-02 00:00:00',18,35.00,40.00,850.00,950.00,3.00,1120L,1
14566,3321,921,'2010-04-02 00:00:00',14,20.00,24.00,850.00,950.00,3.00,1120L,0
14567,3321,921,'2009-01-01 00:00:00',14,31.00,42.00,343.00,950.00,2.00,  900,1
14568,3321,921,'2009-01-01 00:00:00',15,36.00,53.00,766.00,950.00,2.00,  900,0
14569,3321,921,'2010-04-02 00:00:00',15,40.00,54.00,768.00,950.00,2.00,1120L,1
14570,3352,952,'2010-04-02 00:00:00',6,37.00,50.00,828.00,950.00,2.00, 875L,0
14571,3352,952,'2009-01-01 00:00:00',6,41.00,49.00,844.00,950.00,2.00, 1040,1
14572,3352,952,'2010-04-02 00:00:00',10,47.00,60.00,839.00,950.00,2.00, 875L,0
14573,3352,952,'2009-01-01 00:00:00',10,0.00,0.00,372.00,950.00,3.00, 1040,1
14574,3352,952,'2010-04-02 00:00:00',18,28.00,40.00,822.00,950.00,2.00, 875L,0
14575,3352,952,'2009-01-01 00:00:00',18,35.00,40.00,850.00,950.00,3.00, 1040,1
14576,3352,952,'2010-04-02 00:00:00',14,20.00,24.00,855.00,950.00,3.00, 875L,0
14577,3352,952,'2009-01-01 00:00:00',14,33.00,42.00,353.00,950.00,3.00, 1040,1
14578,3352,952,'2010-04-02 00:00:00',15,44.00,54.00,790.00,950.00,3.00, 875L,0
14579,3352,952,'2009-01-01 00:00:00',15,43.00,53.00,808.00,950.00,3.00, 1040,1
14580,3366,966,'2010-04-02 00:00:00',6,37.00,50.00,828.00,950.00,2.00, 850L,0
14581,3366,966,'2009-01-01 00:00:00',6,37.00,49.00,831.00,950.00,2.00,  825,1
14582,3366,966,'2010-04-02 00:00:00',10,44.00,60.00,831.00,950.00,2.00, 850L,0
14583,3366,966,'2009-01-01 00:00:00',10,0.00,0.00,351.00,950.00,3.00,  825,1
14584,3366,966,'2010-04-02 00:00:00',18,27.00,40.00,819.00,950.00,2.00, 850L,0
14585,3366,966,'2009-01-01 00:00:00',18,28.00,40.00,822.00,950.00,2.00,  825,1
14586,3366,966,'2009-01-01 00:00:00',14,30.00,42.00,347.00,950.00,2.00,  825,0
14587,3366,966,'2010-04-02 00:00:00',14,21.00,24.00,841.00,950.00,2.00, 850L,1
14588,3366,966,'2009-01-01 00:00:00',15,31.00,53.00,742.00,950.00,2.00,  825,0
14589,3366,966,'2010-04-02 00:00:00',15,44.00,54.00,784.00,950.00,3.00, 850L,1
14590,3367,967,'2010-04-02 00:00:00',6,44.00,50.00,851.00,950.00,3.00,1155L,0
14591,3367,967,'2009-01-01 00:00:00',6,47.00,49.00,883.00,950.00,3.00, 1040,1
14592,3367,967,'2010-04-02 00:00:00',10,56.00,60.00,877.00,950.00,3.00,1155L,0
14593,3367,967,'2009-01-01 00:00:00',10,0.00,0.00,398.00,950.00,3.00, 1040,1
14594,3367,967,'2009-01-01 00:00:00',18,35.00,40.00,850.00,950.00,3.00, 1040,0
14595,3367,967,'2010-04-02 00:00:00',18,37.00,40.00,861.00,950.00,3.00,1155L,1
14596,3367,967,'2010-04-02 00:00:00',14,18.00,24.00,855.00,950.00,3.00,1155L,0
14597,3367,967,'2009-01-01 00:00:00',14,40.00,42.00,393.00,950.00,3.00, 1040,1
14598,3367,967,'2009-01-01 00:00:00',15,47.00,53.00,838.00,950.00,3.00, 1040,0
14599,3367,967,'2010-04-02 00:00:00',15,53.00,54.00,890.00,950.00,3.00,1155L,1
14600,3368,968,'2010-04-02 00:00:00',6,45.00,50.00,856.00,950.00,3.00,1155L,0
