StandardizedTestDomainScoreID,StandardizedTestScoreID,StandardizedTestDomainID,RawScore,PossibleRawScore
101854,17830,9,0.00,0.00
101855,17830,10,5.00,9.00
101856,17830,11,11.00,12.00
101857,17831,12,4.00,6.00
101858,17831,13,7.00,12.00
101859,17831,14,5.00,6.00
101860,17831,15,10.00,16.00
101861,17831,16,0.00,0.00
101862,17832,12,15.00,18.00
101863,17832,13,0.00,0.00
101864,17832,14,2.00,6.00
101865,17832,15,14.00,16.00
101866,17832,16,0.00,0.00
101867,17833,17,0.00,0.00
101868,17833,18,19.00,21.00
101869,17833,19,0.00,0.00
101870,17833,20,0.00,0.00
101871,17833,21,0.00,0.00
101872,17833,22,0.00,0.00
101873,17833,23,5.00,9.00
101874,17833,24,0.00,0.00
101875,17833,25,23.00,30.00
101876,17834,17,0.00,0.00
101877,17834,18,0.00,0.00
101878,17834,19,0.00,0.00
101879,17834,20,22.00,24.00
101880,17834,21,0.00,0.00
101881,17834,22,0.00,0.00
101882,17834,23,0.00,0.00
101883,17834,24,0.00,0.00
101884,17834,25,0.00,0.00
101885,17835,26,5.00,9.00
101886,17835,27,2.00,9.00
101887,17835,28,12.00,18.00
101888,17835,26,10.00,18.00
101889,17836,26,7.00,10.00
101890,17836,27,4.00,10.00
101891,17836,28,15.00,18.00
101892,17836,26,10.00,16.00
101893,17837,1,0.00,0.00
101894,17837,2,14.00,20.00
101895,17837,3,0.00,0.00
101896,17837,4,0.00,0.00
101897,17837,5,19.00,30.00
101898,17837,6,0.00,0.00
101899,17838,1,0.00,0.00
101900,17838,2,16.00,22.00
101901,17838,3,0.00,0.00
101902,17838,4,0.00,0.00
101903,17838,5,23.00,28.00
101904,17838,6,0.00,0.00
101905,17839,7,10.00,12.00
101906,17839,8,14.00,18.00
101907,17839,9,7.00,12.00
101908,17839,10,5.00,9.00
101909,17839,11,3.00,9.00
101910,17840,7,14.00,15.00
101911,17840,8,19.00,24.00
101912,17840,9,0.00,0.00
101913,17840,10,3.00,9.00
101914,17840,11,9.00,12.00
101915,17841,12,15.00,18.00
101916,17841,13,0.00,0.00
101917,17841,14,5.00,6.00
101918,17841,15,13.00,16.00
101919,17841,16,0.00,0.00
101920,17842,12,6.00,6.00
101921,17842,13,10.00,12.00
101922,17842,14,6.00,6.00
101923,17842,15,11.00,16.00
101924,17842,16,0.00,0.00
101925,17843,17,0.00,0.00
101926,17843,18,19.00,21.00
101927,17843,19,0.00,0.00
101928,17843,20,0.00,0.00
101929,17843,21,0.00,0.00
101930,17843,22,0.00,0.00
101931,17843,23,7.00,9.00
101932,17843,24,0.00,0.00
101933,17843,25,23.00,30.00
101934,17844,17,0.00,0.00
101935,17844,18,0.00,0.00
101936,17844,19,0.00,0.00
101937,17844,20,23.00,24.00
101938,17844,21,0.00,0.00
101939,17844,22,0.00,0.00
101940,17844,23,0.00,0.00
101941,17844,24,0.00,0.00
101942,17844,25,0.00,0.00
101943,17845,26,6.00,10.00
101944,17845,27,7.00,10.00
101945,17845,28,14.00,18.00
101946,17845,26,11.00,16.00
101947,17846,26,7.00,9.00
101948,17846,27,8.00,9.00
101949,17846,28,13.00,18.00
101950,17846,26,12.00,18.00
101951,17847,1,0.00,0.00
101952,17847,2,12.00,22.00
101953,17847,3,0.00,0.00
101954,17847,4,0.00,0.00
101955,17847,5,16.00,28.00
101956,17847,6,0.00,0.00
101957,17848,1,0.00,0.00
101958,17848,2,11.00,20.00
101959,17848,3,0.00,0.00
101960,17848,4,0.00,0.00
101961,17848,5,21.00,30.00
101962,17848,6,0.00,0.00
101963,17849,7,4.00,12.00
101964,17849,8,8.00,18.00
101965,17849,9,5.00,12.00
101966,17849,10,2.00,9.00
101967,17849,11,5.00,9.00
101968,17850,7,3.00,15.00
101969,17850,8,7.00,24.00
101970,17850,9,0.00,0.00
101971,17850,10,5.00,9.00
101972,17850,11,1.00,12.00
101973,17851,12,9.00,18.00
101974,17851,13,0.00,0.00
101975,17851,14,4.00,6.00
101976,17851,15,8.00,16.00
101977,17851,16,0.00,0.00
101978,17852,12,5.00,6.00
101979,17852,13,8.00,12.00
101980,17852,14,5.00,6.00
101981,17852,15,8.00,16.00
101982,17852,16,0.00,0.00
101983,17853,17,0.00,0.00
101984,17853,18,12.00,21.00
101985,17853,19,0.00,0.00
101986,17853,20,0.00,0.00
101987,17853,21,0.00,0.00
101988,17853,22,0.00,0.00
101989,17853,23,3.00,9.00
101990,17853,24,0.00,0.00
101991,17853,25,17.00,30.00
101992,17854,17,0.00,0.00
101993,17854,18,0.00,0.00
101994,17854,19,0.00,0.00
101995,17854,20,9.00,24.00
101996,17854,21,0.00,0.00
101997,17854,22,0.00,0.00
101998,17854,23,0.00,0.00
101999,17854,24,0.00,0.00
102000,17854,25,0.00,0.00
102001,17855,26,4.00,9.00
102002,17855,27,2.00,9.00
102003,17855,28,6.00,18.00
102004,17855,26,8.00,18.00
102005,17856,26,8.00,10.00
102006,17856,27,6.00,10.00
102007,17856,28,5.00,18.00
102008,17856,26,6.00,16.00
102009,17857,1,0.00,0.00
102010,17857,2,12.00,22.00
102011,17857,3,0.00,0.00
102012,17857,4,0.00,0.00
102013,17857,5,24.00,28.00
102014,17857,6,0.00,0.00
102015,17858,1,0.00,0.00
102016,17858,2,12.00,20.00
102017,17858,3,0.00,0.00
102018,17858,4,0.00,0.00
102019,17858,5,27.00,30.00
102020,17858,6,0.00,0.00
102021,17859,7,8.00,12.00
102022,17859,8,17.00,18.00
102023,17859,9,11.00,12.00
102024,17859,10,8.00,9.00
102025,17859,11,8.00,9.00
102026,17860,7,13.00,15.00
102027,17860,8,23.00,24.00
102028,17860,9,0.00,0.00
102029,17860,10,8.00,9.00
102030,17860,11,8.00,12.00
102031,17861,12,2.00,6.00
102032,17861,13,2.00,12.00
102033,17861,14,5.00,6.00
102034,17861,15,8.00,16.00
102035,17861,16,0.00,0.00
102036,17862,12,8.00,18.00
102037,17862,13,0.00,0.00
102038,17862,14,4.00,6.00
102039,17862,15,9.00,16.00
102040,17862,16,0.00,0.00
102041,17863,17,0.00,0.00
102042,17863,18,0.00,0.00
102043,17863,19,0.00,0.00
102044,17863,20,14.00,24.00
102045,17863,21,0.00,0.00
102046,17863,22,0.00,0.00
102047,17863,23,0.00,0.00
102048,17863,24,0.00,0.00
102049,17863,25,0.00,0.00
102050,17864,17,0.00,0.00
102051,17864,18,11.00,21.00
102052,17864,19,0.00,0.00
102053,17864,20,0.00,0.00
102054,17864,21,0.00,0.00
102055,17864,22,0.00,0.00
102056,17864,23,4.00,9.00
102057,17864,24,0.00,0.00
102058,17864,25,19.00,30.00
102059,17865,26,3.00,9.00
102060,17865,27,2.00,9.00
102061,17865,28,12.00,18.00
102062,17865,26,10.00,18.00
102063,17866,26,8.00,10.00
102064,17866,27,5.00,10.00
102065,17866,28,11.00,18.00
102066,17866,26,7.00,16.00
102067,17867,1,0.00,0.00
102068,17867,2,6.00,20.00
102069,17867,3,0.00,0.00
102070,17867,4,0.00,0.00
102071,17867,5,18.00,30.00
102072,17867,6,0.00,0.00
102073,17868,1,0.00,0.00
102074,17868,2,9.00,22.00
102075,17868,3,0.00,0.00
102076,17868,4,0.00,0.00
102077,17868,5,21.00,28.00
102078,17868,6,0.00,0.00
102079,17869,7,8.00,15.00
102080,17869,8,14.00,24.00
102081,17869,9,0.00,0.00
102082,17869,10,5.00,9.00
102083,17869,11,3.00,12.00
102084,17870,7,4.00,12.00
102085,17870,8,9.00,18.00
102086,17870,9,4.00,12.00
102087,17870,10,4.00,9.00
102088,17870,11,4.00,9.00
102089,17871,12,4.00,6.00
102090,17871,13,7.00,12.00
102091,17871,14,3.00,6.00
102092,17871,15,6.00,16.00
102093,17871,16,0.00,0.00
102094,17872,12,12.00,18.00
102095,17872,13,0.00,0.00
102096,17872,14,4.00,6.00
102097,17872,15,10.00,16.00
102098,17872,16,0.00,0.00
102099,17873,17,0.00,0.00
102100,17873,18,12.00,21.00
102101,17873,19,0.00,0.00
102102,17873,20,0.00,0.00
102103,17873,21,0.00,0.00
102104,17873,22,0.00,0.00
102105,17873,23,6.00,9.00
102106,17873,24,0.00,0.00
102107,17873,25,18.00,30.00
102108,17874,17,0.00,0.00
102109,17874,18,0.00,0.00
102110,17874,19,0.00,0.00
102111,17874,20,9.00,24.00
102112,17874,21,0.00,0.00
102113,17874,22,0.00,0.00
102114,17874,23,0.00,0.00
102115,17874,24,0.00,0.00
102116,17874,25,0.00,0.00
102117,17875,26,4.00,9.00
102118,17875,27,3.00,9.00
102119,17875,28,6.00,18.00
102120,17875,26,3.00,18.00
102121,17876,26,9.00,10.00
102122,17876,27,6.00,10.00
102123,17876,28,14.00,18.00
102124,17876,26,10.00,16.00
102125,17877,1,0.00,0.00
102126,17877,2,20.00,20.00
102127,17877,3,0.00,0.00
102128,17877,4,0.00,0.00
102129,17877,5,27.00,30.00
102130,17877,6,0.00,0.00
102131,17878,1,0.00,0.00
102132,17878,2,19.00,22.00
102133,17878,3,0.00,0.00
102134,17878,4,0.00,0.00
102135,17878,5,28.00,28.00
102136,17878,6,0.00,0.00
102137,17879,7,11.00,15.00
102138,17879,8,22.00,24.00
102139,17879,9,0.00,0.00
102140,17879,10,9.00,9.00
102141,17879,11,12.00,12.00
102142,17880,7,9.00,12.00
102143,17880,8,15.00,18.00
102144,17880,9,5.00,12.00
102145,17880,10,6.00,9.00
102146,17880,11,7.00,9.00
102147,17881,12,17.00,18.00
102148,17881,13,0.00,0.00
102149,17881,14,6.00,6.00
102150,17881,15,14.00,16.00
102151,17881,16,0.00,0.00
102152,17882,12,5.00,6.00
102153,17882,13,12.00,12.00
102154,17882,14,6.00,6.00
102155,17882,15,16.00,16.00
102156,17882,16,0.00,0.00
102157,17883,17,0.00,0.00
102158,17883,18,0.00,0.00
102159,17883,19,0.00,0.00
102160,17883,20,23.00,24.00
102161,17883,21,0.00,0.00
102162,17883,22,0.00,0.00
102163,17883,23,0.00,0.00
102164,17883,24,0.00,0.00
102165,17883,25,0.00,0.00
102166,17884,17,0.00,0.00
102167,17884,18,20.00,21.00
102168,17884,19,0.00,0.00
102169,17884,20,0.00,0.00
102170,17884,21,0.00,0.00
102171,17884,22,0.00,0.00
102172,17884,23,9.00,9.00
102173,17884,24,0.00,0.00
102174,17884,25,26.00,30.00
102175,17885,26,8.00,9.00
102176,17885,27,9.00,9.00
102177,17885,28,16.00,18.00
102178,17885,26,17.00,18.00
102179,17886,26,10.00,10.00
102180,17886,27,8.00,10.00
102181,17886,28,15.00,18.00
102182,17886,26,15.00,16.00
102183,17887,1,0.00,0.00
102184,17887,2,16.00,20.00
102185,17887,3,0.00,0.00
102186,17887,4,0.00,0.00
102187,17887,5,23.00,30.00
102188,17887,6,0.00,0.00
102189,17888,1,0.00,0.00
102190,17888,2,21.00,22.00
102191,17888,3,0.00,0.00
102192,17888,4,0.00,0.00
102193,17888,5,27.00,28.00
102194,17888,6,0.00,0.00
102195,17889,7,8.00,12.00
102196,17889,8,15.00,18.00
102197,17889,9,9.00,12.00
102198,17889,10,6.00,9.00
102199,17889,11,5.00,9.00
102200,17890,7,14.00,15.00
102201,17890,8,23.00,24.00
102202,17890,9,0.00,0.00
102203,17890,10,9.00,9.00
102204,17890,11,10.00,12.00
102205,17891,12,5.00,6.00
102206,17891,13,11.00,12.00
102207,17891,14,5.00,6.00
102208,17891,15,14.00,16.00
102209,17891,16,0.00,0.00
102210,17892,12,17.00,18.00
102211,17892,13,0.00,0.00
102212,17892,14,6.00,6.00
102213,17892,15,13.00,16.00
102214,17892,16,0.00,0.00
102215,17893,17,0.00,0.00
102216,17893,18,19.00,21.00
102217,17893,19,0.00,0.00
102218,17893,20,0.00,0.00
102219,17893,21,0.00,0.00
102220,17893,22,0.00,0.00
102221,17893,23,9.00,9.00
102222,17893,24,0.00,0.00
102223,17893,25,28.00,30.00
102224,17894,17,0.00,0.00
102225,17894,18,0.00,0.00
102226,17894,19,0.00,0.00
102227,17894,20,18.00,24.00
102228,17894,21,0.00,0.00
102229,17894,22,0.00,0.00
102230,17894,23,0.00,0.00
102231,17894,24,0.00,0.00
102232,17894,25,0.00,0.00
102233,17895,26,9.00,9.00
102234,17895,27,7.00,9.00
102235,17895,28,15.00,18.00
102236,17895,26,15.00,18.00
102237,17896,26,9.00,10.00
102238,17896,27,10.00,10.00
102239,17896,28,15.00,18.00
102240,17896,26,15.00,16.00
102241,17897,1,0.00,0.00
102242,17897,2,10.00,20.00
102243,17897,3,0.00,0.00
102244,17897,4,0.00,0.00
102245,17897,5,20.00,30.00
102246,17897,6,0.00,0.00
102247,17898,1,0.00,0.00
102248,17898,2,13.00,22.00
102249,17898,3,0.00,0.00
102250,17898,4,0.00,0.00
102251,17898,5,22.00,28.00
102252,17898,6,0.00,0.00
102253,17899,7,8.00,12.00
102254,17899,8,8.00,18.00
102255,17899,9,7.00,12.00
102256,17899,10,5.00,9.00
102257,17899,11,6.00,9.00
102258,17900,7,10.00,15.00
102259,17900,8,11.00,24.00
102260,17900,9,0.00,0.00
102261,17900,10,3.00,9.00
102262,17900,11,6.00,12.00
102263,17901,12,12.00,18.00
102264,17901,13,0.00,0.00
102265,17901,14,3.00,6.00
102266,17901,15,9.00,16.00
102267,17901,16,0.00,0.00
102268,17902,12,4.00,6.00
102269,17902,13,8.00,12.00
102270,17902,14,5.00,6.00
102271,17902,15,10.00,16.00
102272,17902,16,0.00,0.00
102273,17903,17,0.00,0.00
102274,17903,18,0.00,0.00
102275,17903,19,0.00,0.00
102276,17903,20,12.00,24.00
102277,17903,21,0.00,0.00
102278,17903,22,0.00,0.00
102279,17903,23,0.00,0.00
102280,17903,24,0.00,0.00
102281,17903,25,0.00,0.00
102282,17904,17,0.00,0.00
102283,17904,18,11.00,21.00
102284,17904,19,0.00,0.00
102285,17904,20,0.00,0.00
102286,17904,21,0.00,0.00
102287,17904,22,0.00,0.00
102288,17904,23,2.00,9.00
102289,17904,24,0.00,0.00
102290,17904,25,14.00,30.00
102291,17905,26,4.00,10.00
102292,17905,27,5.00,10.00
102293,17905,28,6.00,18.00
102294,17905,26,9.00,16.00
102295,17906,26,2.00,9.00
102296,17906,27,3.00,9.00
102297,17906,28,14.00,18.00
102298,17906,26,9.00,18.00
102299,17907,1,0.00,0.00
102300,17907,2,20.00,20.00
102301,17907,3,0.00,0.00
102302,17907,4,0.00,0.00
102303,17907,5,27.00,30.00
102304,17907,6,0.00,0.00
102305,17908,1,0.00,0.00
102306,17908,2,21.00,22.00
102307,17908,3,0.00,0.00
102308,17908,4,0.00,0.00
102309,17908,5,28.00,28.00
102310,17908,6,0.00,0.00
102311,17909,7,12.00,12.00
102312,17909,8,17.00,18.00
102313,17909,9,12.00,12.00
102314,17909,10,9.00,9.00
102315,17909,11,9.00,9.00
102316,17910,7,15.00,15.00
102317,17910,8,23.00,24.00
102318,17910,9,0.00,0.00
102319,17910,10,9.00,9.00
102320,17910,11,11.00,12.00
102321,17911,12,5.00,6.00
102322,17911,13,10.00,12.00
102323,17911,14,6.00,6.00
102324,17911,15,15.00,16.00
102325,17911,16,0.00,0.00
102326,17912,12,17.00,18.00
102327,17912,13,0.00,0.00
102328,17912,14,6.00,6.00
102329,17912,15,15.00,16.00
102330,17912,16,0.00,0.00
102331,17913,17,0.00,0.00
102332,17913,18,21.00,21.00
102333,17913,19,0.00,0.00
102334,17913,20,0.00,0.00
102335,17913,21,0.00,0.00
102336,17913,22,0.00,0.00
102337,17913,23,9.00,9.00
102338,17913,24,0.00,0.00
102339,17913,25,30.00,30.00
102340,17914,17,0.00,0.00
102341,17914,18,0.00,0.00
102342,17914,19,0.00,0.00
102343,17914,20,23.00,24.00
102344,17914,21,0.00,0.00
102345,17914,22,0.00,0.00
102346,17914,23,0.00,0.00
102347,17914,24,0.00,0.00
102348,17914,25,0.00,0.00
102349,17915,26,9.00,9.00
102350,17915,27,9.00,9.00
102351,17915,28,17.00,18.00
102352,17915,26,17.00,18.00
102353,17916,26,9.00,10.00
102354,17916,27,10.00,10.00
102355,17916,28,17.00,18.00
102356,17916,26,15.00,16.00
102357,17917,1,0.00,0.00
102358,17917,2,20.00,20.00
102359,17917,3,0.00,0.00
102360,17917,4,0.00,0.00
102361,17917,5,25.00,30.00
102362,17917,6,0.00,0.00
102363,17918,1,0.00,0.00
102364,17918,2,20.00,22.00
102365,17918,3,0.00,0.00
102366,17918,4,0.00,0.00
102367,17918,5,27.00,28.00
102368,17918,6,0.00,0.00
102369,17919,7,12.00,12.00
102370,17919,8,17.00,18.00
102371,17919,9,11.00,12.00
102372,17919,10,9.00,9.00
102373,17919,11,8.00,9.00
102374,17920,7,14.00,15.00
102375,17920,8,24.00,24.00
102376,17920,9,0.00,0.00
102377,17920,10,9.00,9.00
102378,17920,11,12.00,12.00
102379,17921,12,18.00,18.00
102380,17921,13,0.00,0.00
102381,17921,14,6.00,6.00
102382,17921,15,16.00,16.00
102383,17921,16,0.00,0.00
102384,17922,12,6.00,6.00
102385,17922,13,12.00,12.00
102386,17922,14,6.00,6.00
102387,17922,15,15.00,16.00
102388,17922,16,0.00,0.00
102389,17923,17,0.00,0.00
102390,17923,18,20.00,21.00
102391,17923,19,0.00,0.00
102392,17923,20,0.00,0.00
102393,17923,21,0.00,0.00
102394,17923,22,0.00,0.00
102395,17923,23,7.00,9.00
102396,17923,24,0.00,0.00
102397,17923,25,30.00,30.00
102398,17924,17,0.00,0.00
102399,17924,18,0.00,0.00
102400,17924,19,0.00,0.00
102401,17924,20,20.00,24.00
102402,17924,21,0.00,0.00
102403,17924,22,0.00,0.00
102404,17924,23,0.00,0.00
102405,17924,24,0.00,0.00
102406,17924,25,0.00,0.00
102407,17925,26,7.00,9.00
102408,17925,27,8.00,9.00
102409,17925,28,15.00,18.00
102410,17925,26,13.00,18.00
102411,17926,26,9.00,10.00
102412,17926,27,9.00,10.00
102413,17926,28,17.00,18.00
102414,17926,26,14.00,16.00
102415,17927,1,0.00,0.00
102416,17927,2,14.00,22.00
102417,17927,3,0.00,0.00
102418,17927,4,0.00,0.00
102419,17927,5,20.00,28.00
102420,17927,6,0.00,0.00
102421,17928,1,0.00,0.00
102422,17928,2,18.00,20.00
102423,17928,3,0.00,0.00
102424,17928,4,0.00,0.00
102425,17928,5,23.00,30.00
102426,17928,6,0.00,0.00
102427,17929,7,6.00,12.00
102428,17929,8,12.00,18.00
102429,17929,9,8.00,12.00
102430,17929,10,8.00,9.00
102431,17929,11,9.00,9.00
102432,17930,7,13.00,15.00
102433,17930,8,18.00,24.00
102434,17930,9,0.00,0.00
102435,17930,10,7.00,9.00
102436,17930,11,8.00,12.00
102437,17931,12,15.00,18.00
102438,17931,13,0.00,0.00
102439,17931,14,5.00,6.00
102440,17931,15,15.00,16.00
102441,17931,16,0.00,0.00
102442,17932,12,6.00,6.00
102443,17932,13,8.00,12.00
102444,17932,14,6.00,6.00
102445,17932,15,15.00,16.00
102446,17932,16,0.00,0.00
102447,17933,17,0.00,0.00
102448,17933,18,15.00,21.00
102449,17933,19,0.00,0.00
102450,17933,20,0.00,0.00
102451,17933,21,0.00,0.00
102452,17933,22,0.00,0.00
102453,17933,23,8.00,9.00
102454,17933,24,0.00,0.00
102455,17933,25,26.00,30.00
102456,17934,17,0.00,0.00
102457,17934,18,0.00,0.00
102458,17934,19,0.00,0.00
102459,17934,20,16.00,24.00
102460,17934,21,0.00,0.00
102461,17934,22,0.00,0.00
102462,17934,23,0.00,0.00
102463,17934,24,0.00,0.00
102464,17934,25,0.00,0.00
102465,17935,26,8.00,9.00
102466,17935,27,6.00,9.00
102467,17935,28,10.00,18.00
102468,17935,26,12.00,18.00
102469,17936,26,7.00,10.00
102470,17936,27,7.00,10.00
102471,17936,28,15.00,18.00
102472,17936,26,12.00,16.00
102473,17937,1,0.00,0.00
102474,17937,2,17.00,22.00
102475,17937,3,0.00,0.00
102476,17937,4,0.00,0.00
102477,17937,5,26.00,28.00
102478,17937,6,0.00,0.00
102479,17938,1,0.00,0.00
102480,17938,2,18.00,20.00
102481,17938,3,0.00,0.00
102482,17938,4,0.00,0.00
102483,17938,5,28.00,30.00
102484,17938,6,0.00,0.00
102485,17939,7,13.00,15.00
102486,17939,8,20.00,24.00
102487,17939,9,0.00,0.00
102488,17939,10,8.00,9.00
102489,17939,11,8.00,12.00
102490,17940,7,10.00,12.00
102491,17940,8,10.00,18.00
102492,17940,9,9.00,12.00
102493,17940,10,6.00,9.00
102494,17940,11,8.00,9.00
102495,17941,12,17.00,18.00
102496,17941,13,0.00,0.00
102497,17941,14,5.00,6.00
102498,17941,15,11.00,16.00
102499,17941,16,0.00,0.00
102500,17942,12,6.00,6.00
102501,17942,13,11.00,12.00
102502,17942,14,5.00,6.00
102503,17942,15,11.00,16.00
102504,17942,16,0.00,0.00
102505,17943,17,0.00,0.00
102506,17943,18,0.00,0.00
102507,17943,19,0.00,0.00
102508,17943,20,19.00,24.00
102509,17943,21,0.00,0.00
102510,17943,22,0.00,0.00
102511,17943,23,0.00,0.00
102512,17943,24,0.00,0.00
102513,17943,25,0.00,0.00
102514,17944,17,0.00,0.00
102515,17944,18,18.00,21.00
102516,17944,19,0.00,0.00
102517,17944,20,0.00,0.00
102518,17944,21,0.00,0.00
102519,17944,22,0.00,0.00
102520,17944,23,9.00,9.00
102521,17944,24,0.00,0.00
102522,17944,25,28.00,30.00
102523,17945,26,7.00,10.00
102524,17945,27,8.00,10.00
102525,17945,28,11.00,18.00
102526,17945,26,15.00,16.00
102527,17946,26,8.00,9.00
102528,17946,27,7.00,9.00
102529,17946,28,16.00,18.00
102530,17946,26,12.00,18.00
102531,17947,1,0.00,0.00
102532,17947,2,10.00,14.00
102533,17947,3,0.00,0.00
102534,17947,4,0.00,0.00
102535,17947,5,14.00,35.00
102536,17947,6,0.00,0.00
102537,17948,7,0.00,0.00
102538,17948,8,0.00,0.00
102539,17948,9,0.00,0.00
102540,17948,10,0.00,0.00
102541,17948,11,0.00,0.00
102542,17949,12,5.00,7.00
102543,17949,13,12.00,17.00
102544,17949,14,4.00,6.00
102545,17949,15,7.00,10.00
102546,17949,16,0.00,0.00
102547,17950,17,12.00,16.00
102548,17950,18,0.00,0.00
102549,17950,19,0.00,0.00
102550,17950,20,0.00,0.00
102551,17950,21,8.00,13.00
102552,17950,22,7.00,11.00
102553,17950,23,0.00,0.00
102554,17950,24,0.00,0.00
102555,17950,25,0.00,0.00
102556,17951,26,2.00,7.00
102557,17951,27,2.00,6.00
102558,17951,28,9.00,17.00
102559,17951,26,15.00,24.00
102560,17952,1,0.00,0.00
102561,17952,2,11.00,15.00
102562,17952,3,0.00,0.00
102563,17952,4,0.00,0.00
102564,17952,5,17.00,35.00
102565,17952,6,0.00,0.00
102566,17953,1,0.00,0.00
102567,17953,2,13.00,23.00
102568,17953,3,0.00,0.00
102569,17953,4,0.00,0.00
102570,17953,5,20.00,27.00
102571,17953,6,0.00,0.00
102572,17954,7,0.00,0.00
102573,17954,8,0.00,0.00
102574,17954,9,0.00,0.00
102575,17954,10,0.00,0.00
102576,17954,11,0.00,0.00
102577,17955,7,0.00,0.00
102578,17955,8,0.00,0.00
102579,17955,9,0.00,0.00
102580,17955,10,0.00,0.00
102581,17955,11,0.00,0.00
102582,17956,12,12.00,18.00
102583,17956,13,0.00,0.00
102584,17956,14,3.00,6.00
102585,17956,15,11.00,16.00
102586,17956,16,0.00,0.00
102587,17957,12,2.00,6.00
102588,17957,13,5.00,16.00
102589,17957,14,5.00,6.00
102590,17957,15,7.00,12.00
102591,17957,16,0.00,0.00
102592,17958,17,0.00,0.00
102593,17958,18,11.00,21.00
102594,17958,19,0.00,0.00
102595,17958,20,0.00,0.00
102596,17958,21,0.00,0.00
102597,17958,22,5.00,11.00
102598,17958,23,5.00,9.00
102599,17958,24,0.00,0.00
102600,17958,25,14.00,30.00
102601,17959,17,0.00,0.00
102602,17959,18,0.00,0.00
102603,17959,19,0.00,0.00
102604,17959,20,0.00,0.00
102605,17959,21,0.00,0.00
102606,17959,22,8.00,11.00
102607,17959,23,0.00,0.00
102608,17959,24,0.00,0.00
102609,17959,25,0.00,0.00
102610,17960,26,5.00,7.00
102611,17960,27,3.00,6.00
102612,17960,28,10.00,17.00
102613,17960,26,12.00,24.00
102614,17961,26,6.00,11.00
102615,17961,27,2.00,10.00
102616,17961,28,8.00,17.00
102617,17961,26,7.00,16.00
102618,17962,1,0.00,0.00
102619,17962,2,20.00,23.00
102620,17962,3,0.00,0.00
102621,17962,4,0.00,0.00
102622,17962,5,23.00,27.00
102623,17962,6,0.00,0.00
102624,17963,1,0.00,0.00
102625,17963,2,14.00,15.00
102626,17963,3,0.00,0.00
102627,17963,4,0.00,0.00
102628,17963,5,29.00,35.00
102629,17963,6,0.00,0.00
102630,17964,7,0.00,0.00
102631,17964,8,0.00,0.00
102632,17964,9,0.00,0.00
102633,17964,10,0.00,0.00
102634,17964,11,0.00,0.00
102635,17965,7,0.00,0.00
102636,17965,8,0.00,0.00
102637,17965,9,0.00,0.00
102638,17965,10,0.00,0.00
102639,17965,11,0.00,0.00
102640,17966,12,6.00,6.00
102641,17966,13,15.00,16.00
102642,17966,14,5.00,6.00
102643,17966,15,10.00,12.00
102644,17966,16,0.00,0.00
102645,17967,12,17.00,18.00
102646,17967,13,0.00,0.00
102647,17967,14,6.00,6.00
102648,17967,15,12.00,16.00
102649,17967,16,0.00,0.00
102650,17968,17,0.00,0.00
102651,17968,18,18.00,21.00
102652,17968,19,0.00,0.00
102653,17968,20,0.00,0.00
102654,17968,21,0.00,0.00
102655,17968,22,10.00,11.00
102656,17968,23,7.00,9.00
102657,17968,24,0.00,0.00
102658,17968,25,29.00,30.00
102659,17969,17,0.00,0.00
102660,17969,18,0.00,0.00
102661,17969,19,0.00,0.00
102662,17969,20,0.00,0.00
102663,17969,21,0.00,0.00
102664,17969,22,10.00,11.00
102665,17969,23,0.00,0.00
102666,17969,24,0.00,0.00
102667,17969,25,0.00,0.00
102668,17970,26,9.00,11.00
102669,17970,27,7.00,10.00
102670,17970,28,11.00,17.00
102671,17970,26,10.00,16.00
102672,17971,26,4.00,7.00
102673,17971,27,5.00,6.00
102674,17971,28,12.00,17.00
102675,17971,26,18.00,24.00
102676,17972,1,0.00,0.00
102677,17972,2,13.00,15.00
102678,17972,3,0.00,0.00
102679,17972,4,0.00,0.00
102680,17972,5,31.00,35.00
102681,17972,6,0.00,0.00
102682,17973,1,0.00,0.00
102683,17973,2,22.00,23.00
102684,17973,3,0.00,0.00
102685,17973,4,0.00,0.00
102686,17973,5,27.00,27.00
102687,17973,6,0.00,0.00
102688,17974,7,0.00,0.00
102689,17974,8,0.00,0.00
102690,17974,9,0.00,0.00
102691,17974,10,0.00,0.00
102692,17974,11,0.00,0.00
102693,17975,7,0.00,0.00
102694,17975,8,0.00,0.00
102695,17975,9,0.00,0.00
102696,17975,10,0.00,0.00
102697,17975,11,0.00,0.00
102698,17976,12,6.00,6.00
102699,17976,13,16.00,16.00
102700,17976,14,6.00,6.00
102701,17976,15,12.00,12.00
102702,17976,16,0.00,0.00
102703,17977,12,16.00,18.00
102704,17977,13,0.00,0.00
102705,17977,14,6.00,6.00
102706,17977,15,15.00,16.00
102707,17977,16,0.00,0.00
102708,17978,17,0.00,0.00
102709,17978,18,0.00,0.00
102710,17978,19,0.00,0.00
102711,17978,20,0.00,0.00
102712,17978,21,0.00,0.00
102713,17978,22,11.00,11.00
102714,17978,23,0.00,0.00
102715,17978,24,0.00,0.00
102716,17978,25,0.00,0.00
102717,17979,17,0.00,0.00
102718,17979,18,21.00,21.00
102719,17979,19,0.00,0.00
102720,17979,20,0.00,0.00
102721,17979,21,0.00,0.00
102722,17979,22,9.00,11.00
102723,17979,23,9.00,9.00
102724,17979,24,0.00,0.00
